postcode,Suburb,lat,lon,Region,Average_per_person,website
3032,ASCOT VALE,-37.77583,144.923377,North Western Melbourne,200,"https://www.google.com/maps/place/Ascot+Vale+VIC+3032/@-37.7798463,144.8989362,14z/data=!3m1!4b1!4m5!3m4!1s0x6ad65daa855159b7:0x5045675218cd6f0!8m2!3d-37.779!4d144.919"
3033,KEILOR EAST,-37.736264,144.796336,Outer Western Melbourne,199,"https://www.google.com/maps/place/Keilor+East+VIC+3033/@-37.7367306,144.8379977,14z/data=!3m1!4b1!4m5!3m4!1s0x6ad65ebe7dc6fd43:0x5045675218cd360!8m2!3d-37.741667!4d144.863056"
3034,AVONDALE HEIGHTS,-37.742284,144.81515,Outer Western Melbourne,199,"https://www.google.com/maps/place/Avondale+Heights+VIC+3034/@-37.7629567,144.8474023,14z/data=!3m1!4b1!4m5!3m4!1s0x6ad65e7c5511eebd:0x5045675218cd520!8m2!3d-37.762!4d144.863"
3037,SYDENHAM,-37.70004,144.764617,Outer Western Melbourne,172,"https://www.google.com/maps/place/Sydenham+VIC+3037/@-37.6961242,144.7512406,14z/data=!3m1!4b1!4m5!3m4!1s0x6ad6f5e3ff174e31:0x5045675218cd180!8m2!3d-37.702!4d144.767"
3039,MOONEE PONDS,-37.765707,144.919163,North Western Melbourne,200,"https://www.google.com/maps/place/Moonee+Ponds+VIC+3039/@-37.7653755,144.9022391,14z/data=!3m1!4b1!4m5!3m4!1s0x6ad65cf67cdec057:0x5045675218cd610!8m2!3d-37.765!4d144.92"
3040,ESSENDON,-37.754973,144.917407,North Western Melbourne,190,"https://www.google.com/maps/place/Essendon+VIC+3040/@-37.7437695,144.891636,14z/data=!4m8!1m2!2m1!1sESSENDON!3m4!1s0x6ad65c635ab5a92b:0x5045675218cd470!8m2!3d-37.749!4d144.912"
3043,GLADSTONE PARK,-37.68861,144.883628,North Western Melbourne,167,"https://www.google.com/maps/place/Gladstone+Park+VIC+3043/@-37.7492285,144.894753,14z/data=!4m5!3m4!1s0x6ad65a360eb11129:0x5045675218cfca0!8m2!3d-37.688!4d144.892"
3043,TULLAMARINE,-37.68656,144.882698,North Western Melbourne,167,"https://www.google.com/maps/place/Tullamarine+VIC+3043/@-37.6925391,144.877187,14z/data=!4m5!3m4!1s0x6ad65bd0a1a139d1:0x5045675218cd120!8m2!3d-37.701!4d144.876"
3044,PASCOE VALE,-37.727568,144.939122,North Western Melbourne,191,"https://www.google.com/maps/place/Pascoe+Vale+VIC+3044/@-37.7028067,144.8341085,13z/data=!4m5!3m4!1s0x6ad65b641305cf0f:0x5045675218cd330!8m2!3d-37.727!4d144.942"
3044,PASCOE VALE SOUTH,-37.739198,144.945722,North Western Melbourne,170,"https://www.google.com/maps/place/Pascoe+Vale+South+VIC+3044/@-37.7431539,144.9201768,14z/data=!3m1!4b1!4m5!3m4!1s0x6ad65b680d990ccf:0x5045675218cd440!8m2!3d-37.7431!4d144.9377"
3046,GLENROY,-37.704581,144.915758,North Western Melbourne,180,"https://www.google.com/maps/place/Glenroy+VIC+3046/@-37.7431539,144.9201768,14z/data=!4m5!3m4!1s0x6ad644b4aec2547b:0x5045675218cd210!8m2!3d-37.706!4d144.924"
3046,OAK PARK,-37.71817,144.919959,North Western Melbourne,180,"https://www.google.com/maps/place/Oak+Park+VIC+3046/@-37.7040967,144.9111298,14z/data=!4m5!3m4!1s0x6ad65ba09353bb03:0x5045675218cd310!8m2!3d-37.718!4d144.919"
