id,university,campus,suburb,distance
1166,University of Melbourne,Parkville,NORTH GEELONG,64.562
1167,University of Melbourne,Parkville,BELMONT,68.771
1168,University of Melbourne,Parkville,GROVEDALE,71.793
1169,University of Melbourne,Parkville,GEELONG WEST,66.179
1170,University of Melbourne,Parkville,HERNE HILL,66.845
1171,University of Melbourne,Parkville,GEELONG,65.612
1172,University of Melbourne,Parkville,NEWTOWN,67.856
1173,University of Melbourne,Parkville,OCEAN GROVE,64.375
1174,University of Melbourne,Parkville,BARWON HEADS,67.877
1175,University of Melbourne,Parkville,TORQUAY,81.784
1176,University of Melbourne,Parkville,WARRNAMBOOL,226.75
1177,University of Melbourne,Parkville,HAMILTON,258.877
1178,University of Melbourne,Parkville,PORTLAND,302.001
1179,University of Melbourne,Parkville,MELTON,35.598
1180,University of Melbourne,Parkville,ALFREDTON,104.268
1181,University of Melbourne,Parkville,BALLARAT,100.123
1182,University of Melbourne,Parkville,MOUNT CLEAR,98.618
1183,University of Melbourne,Parkville,WENDOUREE,103.577
1184,University of Melbourne,Parkville,DELACOMBE,104.328
1185,University of Melbourne,Parkville,SEBASTOPOL,101.131
1186,University of Melbourne,Parkville,BUNINYONG,93.283
1187,University of Melbourne,Parkville,HORSHAM,272.432
1188,University of Melbourne,Parkville,SUNBURY,31.735
1189,University of Melbourne,Parkville,CASTLEMAINE,104.767
1190,University of Melbourne,Parkville,MILDURA,474.727
1191,University of Melbourne,Parkville,BENDIGO,130.338
1192,University of Melbourne,Parkville,FLORA HILL,128.354
1193,University of Melbourne,Parkville,NORTH BENDIGO,131.288
1194,University of Melbourne,Parkville,GOLDEN SQUARE,129.431
1195,University of Melbourne,Parkville,KANGAROO FLAT,128.114
1196,University of Melbourne,Parkville,ECHUCA,186.603
1197,University of Melbourne,Parkville,SWAN HILL,301.138
1198,University of Melbourne,Parkville,SHEPPARTON,162.255
1199,University of Melbourne,Parkville,SEYMOUR,87.173
1200,University of Melbourne,Parkville,BENALLA,162.293
1201,University of Melbourne,Parkville,WODONGA,13.649
1202,University of Melbourne,Parkville,WHITTLESEA,34.249
1203,University of Melbourne,Parkville,ENDEAVOUR HILLS,32.557
1204,University of Melbourne,Parkville,NARRE WARREN,39.71
1205,University of Melbourne,Parkville,BERWICK,42.569
1206,University of Melbourne,Parkville,PAKENHAM,56.217
1207,University of Melbourne,Parkville,WARRAGUL,94.353
1208,University of Melbourne,Parkville,MOE,121.942
1209,University of Melbourne,Parkville,NEWBOROUGH,124.138
1210,University of Melbourne,Parkville,MORWELL,135.251
1211,University of Melbourne,Parkville,TRARALGON,145.226
1212,University of Melbourne,Parkville,SALE,188.194
1213,University of Melbourne,Parkville,MAFFRA,177.965
1214,University of Melbourne,Parkville,BAIRNSDALE,234.613
1215,University of Melbourne,Parkville,HASTINGS,60.367
1216,University of Melbourne,Parkville,FLINDERS,75.572
1217,University of Melbourne,Parkville,MT ELIZA,44.951
1218,University of Melbourne,Parkville,MORNINGTON,50.031
1219,University of Melbourne,Parkville,MT MARTHA,56.41
1220,University of Melbourne,Parkville,DROMANA,59.779
1221,University of Melbourne,Parkville,PORTSEA,64.257
1222,University of Melbourne,Parkville,HAMPTON PARK,37.604
1223,University of Melbourne,Parkville,CRANBOURNE,44.239
1224,Victoria University,Footscray,CBD,6.906
1225,Victoria University,Footscray,EAST MELBOURNE,8.441
1226,Victoria University,Footscray,WEST MELBOURNE,4.181
1227,Victoria University,Footscray,SOUTHBANK,6.957
1228,Victoria University,Footscray,DOCKLANDS,5.122
1229,Victoria University,Footscray,FOOTSCRAY,0.77
1230,Victoria University,Footscray,SEDDON,1.724
1231,Victoria University,Footscray,WEST FOOTSCRAY,1.538
1232,Victoria University,Footscray,YARRAVILLE,2.615
1233,Victoria University,Footscray,NEWPORT,5.599
1234,Victoria University,Footscray,SPOTSWOOD,4.171
1235,Victoria University,Footscray,WILLIAMSTOWN,7.081
1236,Victoria University,Footscray,ALTONA,10.267
1237,Victoria University,Footscray,SUNSHINE,6.904
1238,Victoria University,Footscray,ST ALBANS,10.075
1239,Victoria University,Footscray,DEER PARK,11.015
1240,Victoria University,Footscray,HOPPERS CROSSING,19.91
1241,Victoria University,Footscray,WERRIBEE,24.301
1242,Victoria University,Footscray,FLEMINGTON,3.125
1243,Victoria University,Footscray,KENSINGTON,2.88
1244,Victoria University,Footscray,ASCOT VALE,3.062
1245,Victoria University,Footscray,KEILOR EAST,10.863
1246,Victoria University,Footscray,AVONDALE HEIGHTS,9.138
1247,Victoria University,Footscray,SYDENHAM,15.573
1248,Victoria University,Footscray,MOONEE PONDS,3.662
1249,Victoria University,Footscray,ESSENDON,4.646
1250,Victoria University,Footscray,GLADSTONE PARK,11.709
1251,Victoria University,Footscray,TULLAMARINE,11.944
1252,Victoria University,Footscray,PASCOE VALE,8.222
1253,Victoria University,Footscray,PASCOE VALE SOUTH,7.418
1254,Victoria University,Footscray,GLENROY,10.02
1255,Victoria University,Footscray,OAK PARK,8.614
1256,Victoria University,Footscray,BROADMEADOWS,12.709
1257,Victoria University,Footscray,NORTH MELBOURNE,18.83
1258,Victoria University,Footscray,PARKVILLE,4.538
1259,Victoria University,Footscray,CARLTON,6.52
1260,Victoria University,Footscray,CARLTON NORTH,6.52
1261,Victoria University,Footscray,BRUNSWICK,5.229
1262,Victoria University,Footscray,COBURG,8.296
1263,Victoria University,Footscray,COBURG NORTH,9.599
1264,Victoria University,Footscray,FAWKNER,3.727
1265,Victoria University,Footscray,CRAIGIEBURN,21.988
1266,Victoria University,Footscray,ROXBURGH PARK,17.709
1267,Victoria University,Footscray,FITZROY,7.321
1268,Victoria University,Footscray,COLLINGWOOD,7.75
1269,Victoria University,Footscray,ABBOTSFORD,9.044
1270,Victoria University,Footscray,CLIFTON HILL,8.427
1271,Victoria University,Footscray,FITZROY NORTH,7.836
1272,Victoria University,Footscray,NORTHCOTE,9.074
1273,Victoria University,Footscray,THORNBURY,9.941
1274,Victoria University,Footscray,PRESTON,10.985
1275,Victoria University,Footscray,RESERVOIR,12.919
1276,Victoria University,Footscray,THOMASTOWN,16.298
1277,Victoria University,Footscray,LALOR,17.725
1278,Victoria University,Footscray,EPPING,19.911
1279,Victoria University,Footscray,ALPHINGTON,11.928
1280,Victoria University,Footscray,FAIRFIELD,10.884
1281,Victoria University,Footscray,IVANHOE,13.02
1282,Victoria University,Footscray,IVANHOE EAST,14.512
1283,Victoria University,Footscray,HEIDELBERG WEST,13.653
1284,Victoria University,Footscray,MILL PARK,20.091
1285,Victoria University,Footscray,BUNDOORA,18.53
1286,Victoria University,Footscray,HEIDELBERG,15.568
1287,Victoria University,Footscray,GREENSBOROUGH,20.685
1288,Victoria University,Footscray,MONTMORENCY,21.63
1289,Victoria University,Footscray,ELTHAM,23.881
1290,Victoria University,Footscray,RESEARCH,26.929
1291,Victoria University,Footscray,HURSTBRIDGE,31.142
1292,Victoria University,Footscray,KEW,13.84
1293,Victoria University,Footscray,BALWYN,16.444
1294,Victoria University,Footscray,BULLEEN,16.338
1295,Victoria University,Footscray,TEMPLESTOWE,19.665
1296,Victoria University,Footscray,DONCASTER,19.916
1297,Victoria University,Footscray,DONCASTER EAST,26.314
1298,Victoria University,Footscray,DONVALE,57.478
1299,Victoria University,Footscray,BURNLEY,10.42
1300,Victoria University,Footscray,RICHMOND,9.459
1301,Victoria University,Footscray,HAWTHORN,14.444
1302,Victoria University,Footscray,CAMBERWELL,14.627
1303,Victoria University,Footscray,BURWOOD,23.415
1304,Victoria University,Footscray,CANTERBURY,15.91
1305,Victoria University,Footscray,MONT ALBERT,18.599
1306,Victoria University,Footscray,SURREY HILLS,18.02
1307,Victoria University,Footscray,BOX HILL,19.78
1308,Victoria University,Footscray,BLACKBURN,22.819
1309,Victoria University,Footscray,FOREST HILL,24.177
1310,Victoria University,Footscray,NUNAWADING,24.738
1311,Victoria University,Footscray,MITCHAM,26.272
1312,Victoria University,Footscray,VERMONT,26.651
1313,Victoria University,Footscray,RINGWOOD,29.192
1314,Victoria University,Footscray,CROYDON,33.799
1315,Victoria University,Footscray,LILYDALE,39.923
1316,Victoria University,Footscray,SOUTH YARRA,9.689
1317,Victoria University,Footscray,TOORAK,11.986
1318,Victoria University,Footscray,ARMADALE,13.005
1319,Victoria University,Footscray,MALVERN,13.865
1320,Victoria University,Footscray,MALVERN EAST,17.797
1321,Victoria University,Footscray,GLEN IRIS,16.493
1322,Victoria University,Footscray,ASHBURTON,17.876
1323,Victoria University,Footscray,CHADSTONE,19.359
1324,Victoria University,Footscray,MOUNT WAVERLEY,22.337
1325,Victoria University,Footscray,GLEN WAVERLEY,25.503
1326,Victoria University,Footscray,BURWOOD EAST,22.481
1327,Victoria University,Footscray,WANTIRNA,29.842
1328,Victoria University,Footscray,BAYSWATER,32.991
1329,Victoria University,Footscray,BORONIA,34.2
1330,Victoria University,Footscray,FERNTREE GULLY,36.463
1331,Victoria University,Footscray,CAULFIELD,15.014
1332,Victoria University,Footscray,CARNEGIE,17.781
1333,Victoria University,Footscray,MURRUMBEENA,18.54
1334,Victoria University,Footscray,HUGHESDALE,19.509
1335,Victoria University,Footscray,OAKLEIGH,20.529
1336,Victoria University,Footscray,CLAYTON,24.519
1337,Victoria University,Footscray,MULGRAVE,20.034
1338,Victoria University,Footscray,SPRINGVALE,29.692
1339,Victoria University,Footscray,NOBLE PARK,31.285
1340,Victoria University,Footscray,DANDENONG,35.295
1341,Victoria University,Footscray,DANDENONG NORTH,33.259
1342,Victoria University,Footscray,ROWVILLE,33.378
1343,Victoria University,Footscray,SCORESBY,33.303
1344,Victoria University,Footscray,PRAHRAN,10.598
1345,Victoria University,Footscray,WINDSOR,10.944
1346,Victoria University,Footscray,ST KILDA,10.988
1347,Victoria University,Footscray,ELWOOD,13.114
1348,Victoria University,Footscray,ELSTERNWICK,13.897
1349,Victoria University,Footscray,BRIGHTON,15.747
1350,Victoria University,Footscray,BRIGHTON EAST,15.532
1351,Victoria University,Footscray,HAMPTON,14.345
1352,Victoria University,Footscray,CHELTENHAM,23.65
1353,Victoria University,Footscray,BEAUMARIS,24.597
1354,Victoria University,Footscray,MENTONE,25.771
1355,Victoria University,Footscray,ASPENDALE,31.61
1356,Victoria University,Footscray,MORDIALLOC,29.091
1357,Victoria University,Footscray,PARKDALE,27.197
1358,Victoria University,Footscray,CHELSEA,34.682
1359,Victoria University,Footscray,CARRUM,37.27
1360,Victoria University,Footscray,SEAFORD,41.36
1361,Victoria University,Footscray,FRANKSTON,43.886
1362,Victoria University,Footscray,CARRUM DOWNS,42.051
1363,Victoria University,Footscray,BENTLEIGH,18.493
1364,Victoria University,Footscray,SOUTH MELBOURNE,19.671
1365,Victoria University,Footscray,ALBERT PARK,7.413
1366,Victoria University,Footscray,MIDDLE PARK,8.71
1367,Victoria University,Footscray,PORT MELBOURNE,23.467
1368,Victoria University,Footscray,LARA,49.921
1369,Victoria University,Footscray,CORIO,56.633
1370,Victoria University,Footscray,NORTH GEELONG,60.052
1371,Victoria University,Footscray,BELMONT,64.592
1372,Victoria University,Footscray,GROVEDALE,67.675
1373,Victoria University,Footscray,GEELONG WEST,61.846
1374,Victoria University,Footscray,HERNE HILL,62.417
1375,Victoria University,Footscray,GEELONG,61.345
1376,Victoria University,Footscray,NEWTOWN,63.542
1377,Victoria University,Footscray,OCEAN GROVE,61.58
1378,Victoria University,Footscray,BARWON HEADS,64.864
1379,Victoria University,Footscray,TORQUAY,78.265
1380,Victoria University,Footscray,WARRNAMBOOL,221.415
1381,Victoria University,Footscray,HAMILTON,253.166
1382,Victoria University,Footscray,PORTLAND,296.513
1383,Victoria University,Footscray,MELTON,30.184
1384,Victoria University,Footscray,ALFREDTON,98.663
1385,Victoria University,Footscray,BALLARAT,94.523
1386,Victoria University,Footscray,MOUNT CLEAR,92.973
1387,Victoria University,Footscray,WENDOUREE,97.998
1388,Victoria University,Footscray,DELACOMBE,98.69
1389,Victoria University,Footscray,SEBASTOPOL,95.486
1390,Victoria University,Footscray,BUNINYONG,87.603
1391,Victoria University,Footscray,HORSHAM,267.143
1392,Victoria University,Footscray,SUNBURY,28.142
1393,Victoria University,Footscray,CASTLEMAINE,100.995
1394,Victoria University,Footscray,MILDURA,471.37
1395,Victoria University,Footscray,BENDIGO,127.477
1396,Victoria University,Footscray,FLORA HILL,125.493
1397,Victoria University,Footscray,NORTH BENDIGO,128.449
1398,Victoria University,Footscray,GOLDEN SQUARE,126.487
1399,Victoria University,Footscray,KANGAROO FLAT,125.068
1400,Victoria University,Footscray,ECHUCA,185.772
1401,Victoria University,Footscray,SWAN HILL,298.466
1402,Victoria University,Footscray,SHEPPARTON,163.411
1403,Victoria University,Footscray,SEYMOUR,88.035
1404,Victoria University,Footscray,BENALLA,163.516
1405,Victoria University,Footscray,WODONGA,15.448
1406,Victoria University,Footscray,WHITTLESEA,36.603
1407,Victoria University,Footscray,ENDEAVOUR HILLS,37.411
1408,Victoria University,Footscray,NARRE WARREN,44.414
1409,Victoria University,Footscray,BERWICK,47.391
1410,Victoria University,Footscray,PAKENHAM,61.206
1411,Victoria University,Footscray,WARRAGUL,99.656
1412,Victoria University,Footscray,MOE,127.411
1413,Victoria University,Footscray,NEWBOROUGH,129.606
1414,Victoria University,Footscray,MORWELL,140.689
1415,Victoria University,Footscray,TRARALGON,150.76
1416,Victoria University,Footscray,SALE,193.859
1417,Victoria University,Footscray,MAFFRA,183.674
1418,Victoria University,Footscray,BAIRNSDALE,240.329
1419,Victoria University,Footscray,HASTINGS,62.795
1420,Victoria University,Footscray,FLINDERS,76.475
1421,Victoria University,Footscray,MT ELIZA,47.014
1422,Victoria University,Footscray,MORNINGTON,51.682
1423,Victoria University,Footscray,MT MARTHA,57.32
1424,Victoria University,Footscray,DROMANA,60.399
1425,Victoria University,Footscray,PORTSEA,62.852
1426,Victoria University,Footscray,HAMPTON PARK,42.084
1427,Victoria University,Footscray,CRANBOURNE,48.172
1428,Monash University,Caulfield,CBD,9.539
1429,Monash University,Caulfield,EAST MELBOURNE,8.359
1430,Monash University,Caulfield,WEST MELBOURNE,12.042
1431,Monash University,Caulfield,SOUTHBANK,9.154
1432,Monash University,Caulfield,DOCKLANDS,10.972
1433,Monash University,Caulfield,FOOTSCRAY,15.398
1434,Monash University,Caulfield,SEDDON,15.177
1435,Monash University,Caulfield,WEST FOOTSCRAY,16.982
1436,Monash University,Caulfield,YARRAVILLE,15.234
1437,Monash University,Caulfield,NEWPORT,14.752
1438,Monash University,Caulfield,SPOTSWOOD,15.021
1439,Monash University,Caulfield,WILLIAMSTOWN,13.16
1440,Monash University,Caulfield,ALTONA,18.919
1441,Monash University,Caulfield,SUNSHINE,21.696
1442,Monash University,Caulfield,ST ALBANS,26.095
1443,Monash University,Caulfield,DEER PARK,26.57
1444,Monash University,Caulfield,HOPPERS CROSSING,30.33
1445,Monash University,Caulfield,WERRIBEE,34.189
1446,Monash University,Caulfield,FLEMINGTON,14.012
1447,Monash University,Caulfield,KENSINGTON,13.704
1448,Monash University,Caulfield,ASCOT VALE,15.506
1449,Monash University,Caulfield,KEILOR EAST,26.892
1450,Monash University,Caulfield,AVONDALE HEIGHTS,25.158
1451,Monash University,Caulfield,SYDENHAM,31.552
1452,Monash University,Caulfield,MOONEE PONDS,16.585
1453,Monash University,Caulfield,ESSENDON,17.59
1454,Monash University,Caulfield,GLADSTONE PARK,25.289
1455,Monash University,Caulfield,TULLAMARINE,25.524
1456,Monash University,Caulfield,PASCOE VALE,19.023
1457,Monash University,Caulfield,PASCOE VALE SOUTH,17.61
1458,Monash University,Caulfield,GLENROY,22.268
1459,Monash University,Caulfield,OAK PARK,20.784
1460,Monash University,Caulfield,BROADMEADOWS,24.37
1461,Monash University,Caulfield,NORTH MELBOURNE,3.43
1462,Monash University,Caulfield,PARKVILLE,13.016
1463,Monash University,Caulfield,CARLTON,12.218
1464,Monash University,Caulfield,CARLTON NORTH,12.218
1465,Monash University,Caulfield,BRUNSWICK,15.3
1466,Monash University,Caulfield,COBURG,16.38
1467,Monash University,Caulfield,COBURG NORTH,17.452
1468,Monash University,Caulfield,FAWKNER,18.484
1469,Monash University,Caulfield,CRAIGIEBURN,32.213
1470,Monash University,Caulfield,ROXBURGH PARK,28.46
1471,Monash University,Caulfield,FITZROY,10.223
1472,Monash University,Caulfield,COLLINGWOOD,10.032
1473,Monash University,Caulfield,ABBOTSFORD,9.264
1474,Monash University,Caulfield,CLIFTON HILL,10.889
1475,Monash University,Caulfield,FITZROY NORTH,11.648
1476,Monash University,Caulfield,NORTHCOTE,12.653
1477,Monash University,Caulfield,THORNBURY,14.123
1478,Monash University,Caulfield,PRESTON,15.825
1479,Monash University,Caulfield,RESERVOIR,18.074
1480,Monash University,Caulfield,THOMASTOWN,21.996
1481,Monash University,Caulfield,LALOR,23.568
1482,Monash University,Caulfield,EPPING,26.685
1483,Monash University,Caulfield,ALPHINGTON,10.719
1484,Monash University,Caulfield,FAIRFIELD,11.321
1485,Monash University,Caulfield,IVANHOE,11.889
1486,Monash University,Caulfield,IVANHOE EAST,11.595
1487,Monash University,Caulfield,HEIDELBERG WEST,14.137
1488,Monash University,Caulfield,MILL PARK,23.242
1489,Monash University,Caulfield,BUNDOORA,19.629
1490,Monash University,Caulfield,HEIDELBERG,13.501
1491,Monash University,Caulfield,GREENSBOROUGH,19.782
1492,Monash University,Caulfield,MONTMORENCY,19.145
1493,Monash University,Caulfield,ELTHAM,20.244
1494,Monash University,Caulfield,RESEARCH,22.617
1495,Monash University,Caulfield,HURSTBRIDGE,29.31
1496,Monash University,Caulfield,KEW,8.76
1497,Monash University,Caulfield,BALWYN,8.102
1498,Monash University,Caulfield,BULLEEN,12.375
1499,Monash University,Caulfield,TEMPLESTOWE,13.559
1500,Monash University,Caulfield,DONCASTER,12.41
1501,Monash University,Caulfield,DONCASTER EAST,14.958
1502,Monash University,Caulfield,DONVALE,61.112
1503,Monash University,Caulfield,BURNLEY,6.46
1504,Monash University,Caulfield,RICHMOND,7.611
1505,Monash University,Caulfield,HAWTHORN,4.662
1506,Monash University,Caulfield,CAMBERWELL,5.847
1507,Monash University,Caulfield,BURWOOD,9.722
1508,Monash University,Caulfield,CANTERBURY,6.296
1509,Monash University,Caulfield,MONT ALBERT,8.072
1510,Monash University,Caulfield,SURREY HILLS,7.317
1511,Monash University,Caulfield,BOX HILL,9.234
1512,Monash University,Caulfield,BLACKBURN,11.453
1513,Monash University,Caulfield,FOREST HILL,11.641
1514,Monash University,Caulfield,NUNAWADING,13.061
1515,Monash University,Caulfield,MITCHAM,14.624
1516,Monash University,Caulfield,VERMONT,13.859
1517,Monash University,Caulfield,RINGWOOD,17.437
1518,Monash University,Caulfield,CROYDON,22.419
1519,Monash University,Caulfield,LILYDALE,29.796
1520,Monash University,Caulfield,SOUTH YARRA,6.414
1521,Monash University,Caulfield,TOORAK,4.51
1522,Monash University,Caulfield,ARMADALE,3.032
1523,Monash University,Caulfield,MALVERN,2.232
1524,Monash University,Caulfield,MALVERN EAST,1.988
1525,Monash University,Caulfield,GLEN IRIS,3.085
1526,Monash University,Caulfield,ASHBURTON,3.322
1527,Monash University,Caulfield,CHADSTONE,3.446
1528,Monash University,Caulfield,MOUNT WAVERLEY,7.294
1529,Monash University,Caulfield,GLEN WAVERLEY,10.617
1530,Monash University,Caulfield,BURWOOD EAST,8.429
1531,Monash University,Caulfield,WANTIRNA,16.423
1532,Monash University,Caulfield,BAYSWATER,19.841
1533,Monash University,Caulfield,BORONIA,20.311
1534,Monash University,Caulfield,FERNTREE GULLY,21.978
1535,Monash University,Caulfield,CAULFIELD,1.696
1536,Monash University,Caulfield,CARNEGIE,1.823
1537,Monash University,Caulfield,MURRUMBEENA,2.516
1538,Monash University,Caulfield,HUGHESDALE,3.483
1539,Monash University,Caulfield,OAKLEIGH,4.5
1540,Monash University,Caulfield,CLAYTON,8.509
1541,Monash University,Caulfield,MULGRAVE,5.106
1542,Monash University,Caulfield,SPRINGVALE,13.89
1543,Monash University,Caulfield,NOBLE PARK,15.302
1544,Monash University,Caulfield,DANDENONG,19.295
1545,Monash University,Caulfield,DANDENONG NORTH,17.23
1546,Monash University,Caulfield,ROWVILLE,17.684
1547,Monash University,Caulfield,SCORESBY,19.276
1548,Monash University,Caulfield,PRAHRAN,5.436
1549,Monash University,Caulfield,WINDSOR,5.19
1550,Monash University,Caulfield,ST KILDA,5.933
1551,Monash University,Caulfield,ELWOOD,5.463
1552,Monash University,Caulfield,ELSTERNWICK,3.741
1553,Monash University,Caulfield,BRIGHTON,6.245
1554,Monash University,Caulfield,BRIGHTON EAST,4.918
1555,Monash University,Caulfield,HAMPTON,5.304
1556,Monash University,Caulfield,CHELTENHAM,9.851
1557,Monash University,Caulfield,BEAUMARIS,12.281
1558,Monash University,Caulfield,MENTONE,11.974
1559,Monash University,Caulfield,ASPENDALE,17.427
1560,Monash University,Caulfield,MORDIALLOC,15.003
1561,Monash University,Caulfield,PARKDALE,13.208
1562,Monash University,Caulfield,CHELSEA,20.541
1563,Monash University,Caulfield,CARRUM,23.283
1564,Monash University,Caulfield,SEAFORD,27.384
1565,Monash University,Caulfield,FRANKSTON,30.655
1566,Monash University,Caulfield,CARRUM DOWNS,27.098
1567,Monash University,Caulfield,BENTLEIGH,4.719
1568,Monash University,Caulfield,SOUTH MELBOURNE,6.374
1569,Monash University,Caulfield,ALBERT PARK,8.828
1570,Monash University,Caulfield,MIDDLE PARK,7.654
1571,Monash University,Caulfield,PORT MELBOURNE,11.129
1572,Monash University,Caulfield,LARA,58.273
1573,Monash University,Caulfield,CORIO,64.156
1574,Monash University,Caulfield,NORTH GEELONG,66.884
1575,Monash University,Caulfield,BELMONT,70.045
1576,Monash University,Caulfield,GROVEDALE,72.84
1577,Monash University,Caulfield,GEELONG WEST,67.945
1578,Monash University,Caulfield,HERNE HILL,68.874
1579,Monash University,Caulfield,GEELONG,67.194
1580,Monash University,Caulfield,NEWTOWN,69.533
1581,Monash University,Caulfield,OCEAN GROVE,62.274
1582,Monash University,Caulfield,BARWON HEADS,66.2
1583,Monash University,Caulfield,TORQUAY,81.089
1584,Monash University,Caulfield,WARRNAMBOOL,231.354
1585,Monash University,Caulfield,HAMILTON,266.469
1586,Monash University,Caulfield,PORTLAND,307.39
1587,Monash University,Caulfield,MELTON,46.006
1588,Monash University,Caulfield,ALFREDTON,113.844
1589,Monash University,Caulfield,BALLARAT,109.732
1590,Monash University,Caulfield,MOUNT CLEAR,107.962
1591,Monash University,Caulfield,WENDOUREE,113.281
1592,Monash University,Caulfield,DELACOMBE,113.71
1593,Monash University,Caulfield,SEBASTOPOL,110.473
1594,Monash University,Caulfield,BUNINYONG,102.356
1595,Monash University,Caulfield,HORSHAM,282.973
1596,Monash University,Caulfield,SUNBURY,43.313
1597,Monash University,Caulfield,CASTLEMAINE,116.344
1598,Monash University,Caulfield,MILDURA,486.227
1599,Monash University,Caulfield,BENDIGO,141.69
1600,Monash University,Caulfield,FLORA HILL,139.706
1601,Monash University,Caulfield,NORTH BENDIGO,142.63
1602,Monash University,Caulfield,GOLDEN SQUARE,140.818
1603,Monash University,Caulfield,KANGAROO FLAT,139.541
1604,Monash University,Caulfield,ECHUCA,196.339
1605,Monash University,Caulfield,SWAN HILL,312.355
1606,Monash University,Caulfield,SHEPPARTON,169.382
1607,Monash University,Caulfield,SEYMOUR,95.065
1608,Monash University,Caulfield,BENALLA,169.31
1609,Monash University,Caulfield,WODONGA,22.864
1610,Monash University,Caulfield,WHITTLESEA,40.837
1611,Monash University,Caulfield,ENDEAVOUR HILLS,21.406
1612,Monash University,Caulfield,NARRE WARREN,28.386
1613,Monash University,Caulfield,BERWICK,31.368
1614,Monash University,Caulfield,PAKENHAM,45.23
1615,Monash University,Caulfield,WARRAGUL,83.951
1616,Monash University,Caulfield,MOE,112.03
1617,Monash University,Caulfield,NEWBOROUGH,114.222
1618,Monash University,Caulfield,MORWELL,125.218
1619,Monash University,Caulfield,TRARALGON,135.569
1620,Monash University,Caulfield,SALE,179.355
1621,Monash University,Caulfield,MAFFRA,169.777
1622,Monash University,Caulfield,BAIRNSDALE,227.153
1623,Monash University,Caulfield,HASTINGS,49.667
1624,Monash University,Caulfield,FLINDERS,66.551
1625,Monash University,Caulfield,MT ELIZA,34.821
1626,Monash University,Caulfield,MORNINGTON,40.329
1627,Monash University,Caulfield,MT MARTHA,47.623
1628,Monash University,Caulfield,DROMANA,51.365
1629,Monash University,Caulfield,PORTSEA,59.254
1630,Monash University,Caulfield,HAMPTON PARK,26.118
1631,Monash University,Caulfield,CRANBOURNE,32.672
1632,Deakin University,Burwood,CBD,13.305
1633,Deakin University,Burwood,EAST MELBOURNE,11.766
1634,Deakin University,Burwood,WEST MELBOURNE,16.028
1635,Deakin University,Burwood,SOUTHBANK,13.422
1636,Deakin University,Burwood,DOCKLANDS,15.178
1637,Deakin University,Burwood,FOOTSCRAY,19.732
1638,Deakin University,Burwood,SEDDON,19.821
1639,Deakin University,Burwood,WEST FOOTSCRAY,21.457
1640,Deakin University,Burwood,YARRAVILLE,20.139
1641,Deakin University,Burwood,NEWPORT,20.38
1642,Deakin University,Burwood,SPOTSWOOD,20.321
1643,Deakin University,Burwood,WILLIAMSTOWN,19.097
1644,Deakin University,Burwood,ALTONA,25.097
1645,Deakin University,Burwood,SUNSHINE,26.649
1646,Deakin University,Burwood,ST ALBANS,30.083
1647,Deakin University,Burwood,DEER PARK,31.196
1648,Deakin University,Burwood,HOPPERS CROSSING,36.607
1649,Deakin University,Burwood,WERRIBEE,40.597
1650,Deakin University,Burwood,FLEMINGTON,17.52
1651,Deakin University,Burwood,KENSINGTON,17.455
1652,Deakin University,Burwood,ASCOT VALE,18.75
1653,Deakin University,Burwood,KEILOR EAST,30.742
1654,Deakin University,Burwood,AVONDALE HEIGHTS,28.957
1655,Deakin University,Burwood,SYDENHAM,35.043
1656,Deakin University,Burwood,MOONEE PONDS,19.598
1657,Deakin University,Burwood,ESSENDON,20.33
1658,Deakin University,Burwood,GLADSTONE PARK,27.139
1659,Deakin University,Burwood,TULLAMARINE,27.352
1660,Deakin University,Burwood,PASCOE VALE,20.606
1661,Deakin University,Burwood,PASCOE VALE SOUTH,19.322
1662,Deakin University,Burwood,GLENROY,23.848
1663,Deakin University,Burwood,OAK PARK,22.565
1664,Deakin University,Burwood,BROADMEADOWS,25.409
1665,Deakin University,Burwood,NORTH MELBOURNE,8.082
1666,Deakin University,Burwood,PARKVILLE,16.207
1667,Deakin University,Burwood,CARLTON,14.701
1668,Deakin University,Burwood,CARLTON NORTH,14.701
1669,Deakin University,Burwood,BRUNSWICK,17.78
1670,Deakin University,Burwood,COBURG,17.665
1671,Deakin University,Burwood,COBURG NORTH,18.287
1672,Deakin University,Burwood,FAWKNER,21.727
1673,Deakin University,Burwood,CRAIGIEBURN,31.847
1674,Deakin University,Burwood,ROXBURGH PARK,28.644
1675,Deakin University,Burwood,FITZROY,13.118
1676,Deakin University,Burwood,COLLINGWOOD,12.747
1677,Deakin University,Burwood,ABBOTSFORD,11.529
1678,Deakin University,Burwood,CLIFTON HILL,12.804
1679,Deakin University,Burwood,FITZROY NORTH,13.634
1680,Deakin University,Burwood,NORTHCOTE,13.787
1681,Deakin University,Burwood,THORNBURY,14.704
1682,Deakin University,Burwood,PRESTON,15.952
1683,Deakin University,Burwood,RESERVOIR,17.593
1684,Deakin University,Burwood,THOMASTOWN,20.855
1685,Deakin University,Burwood,LALOR,22.225
1686,Deakin University,Burwood,EPPING,25.317
1687,Deakin University,Burwood,ALPHINGTON,10.653
1688,Deakin University,Burwood,FAIRFIELD,11.742
1689,Deakin University,Burwood,IVANHOE,11.03
1690,Deakin University,Burwood,IVANHOE EAST,9.876
1691,Deakin University,Burwood,HEIDELBERG WEST,12.922
