id,university,campus,suburb,distance
2725,La Trobe University,Albury-Wodonga,DONCASTER EAST,239.763
2726,La Trobe University,Albury-Wodonga,DONVALE,312.803
2727,La Trobe University,Albury-Wodonga,BURNLEY,251.594
2728,La Trobe University,Albury-Wodonga,RICHMOND,251.361
2729,La Trobe University,Albury-Wodonga,HAWTHORN,249.684
2730,La Trobe University,Albury-Wodonga,CAMBERWELL,248.499
2731,La Trobe University,Albury-Wodonga,BURWOOD,245.662
2732,La Trobe University,Albury-Wodonga,CANTERBURY,247.589
2733,La Trobe University,Albury-Wodonga,MONT ALBERT,245.532
2734,La Trobe University,Albury-Wodonga,SURREY HILLS,246.287
2735,La Trobe University,Albury-Wodonga,BOX HILL,244.405
2736,La Trobe University,Albury-Wodonga,BLACKBURN,242.65
2737,La Trobe University,Albury-Wodonga,FOREST HILL,243.232
2738,La Trobe University,Albury-Wodonga,NUNAWADING,241.504
2739,La Trobe University,Albury-Wodonga,MITCHAM,240.246
2740,La Trobe University,Albury-Wodonga,VERMONT,241.89
2741,La Trobe University,Albury-Wodonga,RINGWOOD,238.172
2742,La Trobe University,Albury-Wodonga,CROYDON,233.97
2743,La Trobe University,Albury-Wodonga,LILYDALE,226.586
2744,La Trobe University,Albury-Wodonga,SOUTH YARRA,253.442
2745,La Trobe University,Albury-Wodonga,TOORAK,252.253
2746,La Trobe University,Albury-Wodonga,ARMADALE,253.674
2747,La Trobe University,Albury-Wodonga,MALVERN,253.281
2748,La Trobe University,Albury-Wodonga,MALVERN EAST,252.513
2749,La Trobe University,Albury-Wodonga,GLEN IRIS,250.519
2750,La Trobe University,Albury-Wodonga,ASHBURTON,250.582
2751,La Trobe University,Albury-Wodonga,CHADSTONE,252.391
2752,La Trobe University,Albury-Wodonga,MOUNT WAVERLEY,248.906
2753,La Trobe University,Albury-Wodonga,GLEN WAVERLEY,247.061
2754,La Trobe University,Albury-Wodonga,BURWOOD EAST,246.876
2755,La Trobe University,Albury-Wodonga,WANTIRNA,241.092
2756,La Trobe University,Albury-Wodonga,BAYSWATER,238.495
2757,La Trobe University,Albury-Wodonga,BORONIA,239.838
2758,La Trobe University,Albury-Wodonga,FERNTREE GULLY,240.77
2759,La Trobe University,Albury-Wodonga,CAULFIELD,254.999
2760,La Trobe University,Albury-Wodonga,CARNEGIE,254.001
2761,La Trobe University,Albury-Wodonga,MURRUMBEENA,253.592
2762,La Trobe University,Albury-Wodonga,HUGHESDALE,253.534
2763,La Trobe University,Albury-Wodonga,OAKLEIGH,253.307
2764,La Trobe University,Albury-Wodonga,CLAYTON,253.777
2765,La Trobe University,Albury-Wodonga,MULGRAVE,249.816
2766,La Trobe University,Albury-Wodonga,SPRINGVALE,256.283
2767,La Trobe University,Albury-Wodonga,NOBLE PARK,254.503
2768,La Trobe University,Albury-Wodonga,DANDENONG,254.353
2769,La Trobe University,Albury-Wodonga,DANDENONG NORTH,252.844
2770,La Trobe University,Albury-Wodonga,ROWVILLE,247.89
2771,La Trobe University,Albury-Wodonga,SCORESBY,240.738
2772,La Trobe University,Albury-Wodonga,PRAHRAN,254.272
2773,La Trobe University,Albury-Wodonga,WINDSOR,254.913
2774,La Trobe University,Albury-Wodonga,ST KILDA,256.643
2775,La Trobe University,Albury-Wodonga,ELWOOD,258.02
2776,La Trobe University,Albury-Wodonga,ELSTERNWICK,256.643
2777,La Trobe University,Albury-Wodonga,BRIGHTON,259.768
2778,La Trobe University,Albury-Wodonga,BRIGHTON EAST,258.446
2779,La Trobe University,Albury-Wodonga,HAMPTON,258.485
2780,La Trobe University,Albury-Wodonga,CHELTENHAM,260.648
2781,La Trobe University,Albury-Wodonga,BEAUMARIS,263.801
2782,La Trobe University,Albury-Wodonga,MENTONE,261.769
2783,La Trobe University,Albury-Wodonga,ASPENDALE,263.675
2784,La Trobe University,Albury-Wodonga,MORDIALLOC,262.745
2785,La Trobe University,Albury-Wodonga,PARKDALE,262.066
2786,La Trobe University,Albury-Wodonga,CHELSEA,265.268
2787,La Trobe University,Albury-Wodonga,CARRUM,267.066
2788,La Trobe University,Albury-Wodonga,SEAFORD,269.171
2789,La Trobe University,Albury-Wodonga,FRANKSTON,273.355
2790,La Trobe University,Albury-Wodonga,CARRUM DOWNS,264.949
2791,La Trobe University,Albury-Wodonga,BENTLEIGH,257.737
2792,La Trobe University,Albury-Wodonga,SOUTH MELBOURNE,259.115
2793,La Trobe University,Albury-Wodonga,ALBERT PARK,255.74
2794,La Trobe University,Albury-Wodonga,MIDDLE PARK,255.94
2795,La Trobe University,Albury-Wodonga,PORT MELBOURNE,263.006
2796,La Trobe University,Albury-Wodonga,LARA,303.74
2797,La Trobe University,Albury-Wodonga,CORIO,310.842
2798,La Trobe University,Albury-Wodonga,NORTH GEELONG,314.641
2799,La Trobe University,Albury-Wodonga,BELMONT,319.76
2800,La Trobe University,Albury-Wodonga,GROVEDALE,322.902
2801,La Trobe University,Albury-Wodonga,GEELONG WEST,316.799
2802,La Trobe University,Albury-Wodonga,HERNE HILL,317.174
2803,La Trobe University,Albury-Wodonga,GEELONG,316.413
2804,La Trobe University,Albury-Wodonga,NEWTOWN,318.515
2805,La Trobe University,Albury-Wodonga,OCEAN GROVE,315.661
2806,La Trobe University,Albury-Wodonga,BARWON HEADS,319.391
2807,La Trobe University,Albury-Wodonga,TORQUAY,333.517
2808,La Trobe University,Albury-Wodonga,WARRNAMBOOL,462.129
2809,La Trobe University,Albury-Wodonga,HAMILTON,466.446
2810,La Trobe University,Albury-Wodonga,PORTLAND,528.656
2811,La Trobe University,Albury-Wodonga,MELTON,267.013
2812,La Trobe University,Albury-Wodonga,ALFREDTON,314.395
2813,La Trobe University,Albury-Wodonga,BALLARAT,311.202
2814,La Trobe University,Albury-Wodonga,MOUNT CLEAR,313.093
2815,La Trobe University,Albury-Wodonga,WENDOUREE,312.391
2816,La Trobe University,Albury-Wodonga,DELACOMBE,316.663
2817,La Trobe University,Albury-Wodonga,SEBASTOPOL,314.866
2818,La Trobe University,Albury-Wodonga,BUNINYONG,312.013
2819,La Trobe University,Albury-Wodonga,HORSHAM,421.332
2820,La Trobe University,Albury-Wodonga,SUNBURY,249.388
2821,La Trobe University,Albury-Wodonga,CASTLEMAINE,258.024
2822,La Trobe University,Albury-Wodonga,MILDURA,477.475
2823,La Trobe University,Albury-Wodonga,BENDIGO,241.075
2824,La Trobe University,Albury-Wodonga,FLORA HILL,240.733
2825,La Trobe University,Albury-Wodonga,NORTH BENDIGO,240.681
2826,La Trobe University,Albury-Wodonga,GOLDEN SQUARE,243.044
2827,La Trobe University,Albury-Wodonga,KANGAROO FLAT,245.401
2828,La Trobe University,Albury-Wodonga,ECHUCA,188.913
2829,La Trobe University,Albury-Wodonga,SWAN HILL,309.469
2830,La Trobe University,Albury-Wodonga,SHEPPARTON,133.569
2831,La Trobe University,Albury-Wodonga,SEYMOUR,183.999
2832,La Trobe University,Albury-Wodonga,BENALLA,131.796
2833,La Trobe University,Albury-Wodonga,WODONGA,240.249
2834,La Trobe University,Albury-Wodonga,WHITTLESEA,219.65
2835,La Trobe University,Albury-Wodonga,ENDEAVOUR HILLS,251.237
2836,La Trobe University,Albury-Wodonga,NARRE WARREN,253.38
2837,La Trobe University,Albury-Wodonga,BERWICK,251.97
2838,La Trobe University,Albury-Wodonga,PAKENHAM,249.763
2839,La Trobe University,Albury-Wodonga,WARRAGUL,242.489
2840,La Trobe University,Albury-Wodonga,MOE,235.673
2841,La Trobe University,Albury-Wodonga,NEWBOROUGH,235.985
2842,La Trobe University,Albury-Wodonga,MORWELL,239.952
2843,La Trobe University,Albury-Wodonga,TRARALGON,233.397
2844,La Trobe University,Albury-Wodonga,SALE,223.268
2845,La Trobe University,Albury-Wodonga,MAFFRA,206.843
2846,La Trobe University,Albury-Wodonga,BAIRNSDALE,202.995
2847,La Trobe University,Albury-Wodonga,HASTINGS,285.291
2848,La Trobe University,Albury-Wodonga,FLINDERS,309.021
2849,La Trobe University,Albury-Wodonga,MT ELIZA,278.86
2850,La Trobe University,Albury-Wodonga,MORNINGTON,284.812
2851,La Trobe University,Albury-Wodonga,MT MARTHA,294.111
2852,La Trobe University,Albury-Wodonga,DROMANA,298.5
2853,La Trobe University,Albury-Wodonga,PORTSEA,312.115
2854,La Trobe University,Albury-Wodonga,HAMPTON PARK,255.812
2855,La Trobe University,Albury-Wodonga,CRANBOURNE,263.121
2856,La Trobe University,Mildura,CBD,474.359
2857,La Trobe University,Mildura,EAST MELBOURNE,475.395
2858,La Trobe University,Mildura,WEST MELBOURNE,472.191
2859,La Trobe University,Mildura,SOUTHBANK,474.964
2860,La Trobe University,Mildura,DOCKLANDS,473.313
2861,La Trobe University,Mildura,FOOTSCRAY,469.616
2862,La Trobe University,Mildura,SEDDON,470.269
2863,La Trobe University,Mildura,WEST FOOTSCRAY,468.496
2864,La Trobe University,Mildura,YARRAVILLE,470.698
2865,La Trobe University,Mildura,NEWPORT,472.869
2866,La Trobe University,Mildura,SPOTSWOOD,471.75
2867,La Trobe University,Mildura,WILLIAMSTOWN,474.909
2868,La Trobe University,Mildura,ALTONA,472.976
2869,La Trobe University,Mildura,SUNSHINE,465.837
2870,La Trobe University,Mildura,ST ALBANS,459.781
2871,La Trobe University,Mildura,DEER PARK,461.025
2872,La Trobe University,Mildura,HOPPERS CROSSING,468.449
2873,La Trobe University,Mildura,WERRIBEE,468.605
2874,La Trobe University,Mildura,FLEMINGTON,470.058
2875,La Trobe University,Mildura,KENSINGTON,470.509
2876,La Trobe University,Mildura,ASCOT VALE,468.499
2877,La Trobe University,Mildura,KEILOR EAST,458.796
2878,La Trobe University,Mildura,AVONDALE HEIGHTS,460.241
2879,La Trobe University,Mildura,SYDENHAM,453.897
2880,La Trobe University,Mildura,MOONEE PONDS,467.351
2881,La Trobe University,Mildura,ESSENDON,466.264
2882,La Trobe University,Mildura,GLADSTONE PARK,458.448
2883,La Trobe University,Mildura,TULLAMARINE,458.212
2884,La Trobe University,Mildura,PASCOE VALE,464.753
2885,La Trobe University,Mildura,PASCOE VALE SOUTH,466.154
2886,La Trobe University,Mildura,GLENROY,461.485
2887,La Trobe University,Mildura,OAK PARK,462.953
2888,La Trobe University,Mildura,BROADMEADOWS,459.528
2889,La Trobe University,Mildura,NORTH MELBOURNE,487.012
2890,La Trobe University,Mildura,PARKVILLE,470.85
2891,La Trobe University,Mildura,CARLTON,471.515
2892,La Trobe University,Mildura,CARLTON NORTH,471.515
2893,La Trobe University,Mildura,BRUNSWICK,468.448
2894,La Trobe University,Mildura,COBURG,467.521
2895,La Trobe University,Mildura,COBURG NORTH,466.639
2896,La Trobe University,Mildura,FAWKNER,465.683
2897,La Trobe University,Mildura,CRAIGIEBURN,452.969
2898,La Trobe University,Mildura,ROXBURGH PARK,456.023
2899,La Trobe University,Mildura,FITZROY,473.514
2900,La Trobe University,Mildura,COLLINGWOOD,473.702
2901,La Trobe University,Mildura,ABBOTSFORD,474.539
2902,La Trobe University,Mildura,CLIFTON HILL,472.945
2903,La Trobe University,Mildura,FITZROY NORTH,472.149
2904,La Trobe University,Mildura,NORTHCOTE,471.405
2905,La Trobe University,Mildura,THORNBURY,470.193
2906,La Trobe University,Mildura,PRESTON,468.778
2907,La Trobe University,Mildura,RESERVOIR,467.08
2908,La Trobe University,Mildura,THOMASTOWN,464.077
2909,La Trobe University,Mildura,LALOR,462.893
2910,La Trobe University,Mildura,EPPING,459.989
2911,La Trobe University,Mildura,ALPHINGTON,474.166
2912,La Trobe University,Mildura,FAIRFIELD,473.193
2913,La Trobe University,Mildura,IVANHOE,473.642
2914,La Trobe University,Mildura,IVANHOE EAST,474.822
2915,La Trobe University,Mildura,HEIDELBERG WEST,471.778
2916,La Trobe University,Mildura,MILL PARK,465.27
2917,La Trobe University,Mildura,BUNDOORA,468.885
2918,La Trobe University,Mildura,HEIDELBERG,473.688
2919,La Trobe University,Mildura,GREENSBOROUGH,470.753
2920,La Trobe University,Mildura,MONTMORENCY,472.664
2921,La Trobe University,Mildura,ELTHAM,473.902
2922,La Trobe University,Mildura,RESEARCH,474.623
2923,La Trobe University,Mildura,HURSTBRIDGE,469.532
2924,La Trobe University,Mildura,KEW,476.864
2925,La Trobe University,Mildura,BALWYN,479.35
2926,La Trobe University,Mildura,BULLEEN,475.426
2927,La Trobe University,Mildura,TEMPLESTOWE,477.368
2928,La Trobe University,Mildura,DONCASTER,478.896
2929,La Trobe University,Mildura,DONCASTER EAST,485.173
2930,La Trobe University,Mildura,DONVALE,488.63
2931,La Trobe University,Mildura,BURNLEY,477.276
2932,La Trobe University,Mildura,RICHMOND,476.123
2933,La Trobe University,Mildura,HAWTHORN,480.197
2934,La Trobe University,Mildura,CAMBERWELL,479.553
2935,La Trobe University,Mildura,BURWOOD,486.76
2936,La Trobe University,Mildura,CANTERBURY,480.242
2937,La Trobe University,Mildura,MONT ALBERT,481.533
2938,La Trobe University,Mildura,SURREY HILLS,481.512
2939,La Trobe University,Mildura,BOX HILL,481.894
2940,La Trobe University,Mildura,BLACKBURN,483.791
2941,La Trobe University,Mildura,FOREST HILL,485.773
2942,La Trobe University,Mildura,NUNAWADING,484.948
2943,La Trobe University,Mildura,MITCHAM,485.566
2944,La Trobe University,Mildura,VERMONT,487.379
2945,La Trobe University,Mildura,RINGWOOD,487.012
2946,La Trobe University,Mildura,CROYDON,488.363
2947,La Trobe University,Mildura,LILYDALE,487.995
2948,La Trobe University,Mildura,SOUTH YARRA,477.535
2949,La Trobe University,Mildura,TOORAK,479.223
2950,La Trobe University,Mildura,ARMADALE,480.85
2951,La Trobe University,Mildura,MALVERN,481.525
2952,La Trobe University,Mildura,MALVERN EAST,485.002
2953,La Trobe University,Mildura,GLEN IRIS,482.771
2954,La Trobe University,Mildura,ASHBURTON,484.172
2955,La Trobe University,Mildura,CHADSTONE,486.454
2956,La Trobe University,Mildura,MOUNT WAVERLEY,487.667
2957,La Trobe University,Mildura,GLEN WAVERLEY,489.751
2958,La Trobe University,Mildura,BURWOOD EAST,486.608
2959,La Trobe University,Mildura,WANTIRNA,490.164
2960,La Trobe University,Mildura,BAYSWATER,491.489
2961,La Trobe University,Mildura,BORONIA,493.785
2962,La Trobe University,Mildura,FERNTREE GULLY,496.737
2963,La Trobe University,Mildura,CAULFIELD,483.22
2964,La Trobe University,Mildura,CARNEGIE,485.55
2965,La Trobe University,Mildura,MURRUMBEENA,486.133
2966,La Trobe University,Mildura,HUGHESDALE,487.037
2967,La Trobe University,Mildura,OAKLEIGH,487.928
2968,La Trobe University,Mildura,CLAYTON,491.886
2969,La Trobe University,Mildura,MULGRAVE,485.892
2970,La Trobe University,Mildura,SPRINGVALE,497.51
2971,La Trobe University,Mildura,NOBLE PARK,498.505
2972,La Trobe University,Mildura,DANDENONG,502.221
2973,La Trobe University,Mildura,DANDENONG NORTH,499.808
2974,La Trobe University,Mildura,ROWVILLE,497.834
2975,La Trobe University,Mildura,SCORESBY,493.507
2976,La Trobe University,Mildura,PRAHRAN,478.751
2977,La Trobe University,Mildura,WINDSOR,479.294
2978,La Trobe University,Mildura,ST KILDA,479.725
2979,La Trobe University,Mildura,ELWOOD,481.946
2980,La Trobe University,Mildura,ELSTERNWICK,482.535
2981,La Trobe University,Mildura,BRIGHTON,484.609
2982,La Trobe University,Mildura,BRIGHTON EAST,484.349
2983,La Trobe University,Mildura,HAMPTON,483.185
2984,La Trobe University,Mildura,CHELTENHAM,492.462
2985,La Trobe University,Mildura,BEAUMARIS,493.42
2986,La Trobe University,Mildura,MENTONE,494.609
2987,La Trobe University,Mildura,ASPENDALE,500.448
2988,La Trobe University,Mildura,MORDIALLOC,497.925
2989,La Trobe University,Mildura,PARKDALE,496.028
2990,La Trobe University,Mildura,CHELSEA,503.536
2991,La Trobe University,Mildura,CARRUM,506.132
2992,La Trobe University,Mildura,SEAFORD,510.216
2993,La Trobe University,Mildura,FRANKSTON,512.554
2994,La Trobe University,Mildura,CARRUM DOWNS,510.733
2995,La Trobe University,Mildura,BENTLEIGH,487.143
2996,La Trobe University,Mildura,SOUTH MELBOURNE,488.451
2997,La Trobe University,Mildura,ALBERT PARK,476.111
2998,La Trobe University,Mildura,MIDDLE PARK,477.403
2999,La Trobe University,Mildura,PORT MELBOURNE,492.31
3000,La Trobe University,Mildura,LARA,470.158
3001,La Trobe University,Mildura,CORIO,473.483
3002,La Trobe University,Mildura,NORTH GEELONG,476.613
3003,La Trobe University,Mildura,BELMONT,483.136
3004,La Trobe University,Mildura,GROVEDALE,484.982
3005,La Trobe University,Mildura,GEELONG WEST,479.948
3006,La Trobe University,Mildura,HERNE HILL,478.465
3007,La Trobe University,Mildura,GEELONG,480.935
3008,La Trobe University,Mildura,NEWTOWN,480.642
3009,La Trobe University,Mildura,OCEAN GROVE,500.058
3010,La Trobe University,Mildura,BARWON HEADS,499.286
3011,La Trobe University,Mildura,TORQUAY,498.458
3012,La Trobe University,Mildura,WARRNAMBOOL,465.859
3013,La Trobe University,Mildura,HAMILTON,393.942
3014,La Trobe University,Mildura,PORTLAND,464.316
3015,La Trobe University,Mildura,MELTON,444.069
3016,La Trobe University,Mildura,ALFREDTON,401.592
3017,La Trobe University,Mildura,BALLARAT,403.817
3018,La Trobe University,Mildura,MOUNT CLEAR,408.072
3019,La Trobe University,Mildura,WENDOUREE,400.342
3020,La Trobe University,Mildura,DELACOMBE,404.118
3021,La Trobe University,Mildura,SEBASTOPOL,406.574
3022,La Trobe University,Mildura,BUNINYONG,414.438
3023,La Trobe University,Mildura,HORSHAM,278.939
3024,La Trobe University,Mildura,SUNBURY,440.727
3025,La Trobe University,Mildura,CASTLEMAINE,368.224
3026,La Trobe University,Mildura,MILDURA,2.736
3027,La Trobe University,Mildura,BENDIGO,342.644
3028,La Trobe University,Mildura,FLORA HILL,344.609
3029,La Trobe University,Mildura,NORTH BENDIGO,341.776
3030,La Trobe University,Mildura,GOLDEN SQUARE,343.295
3031,La Trobe University,Mildura,KANGAROO FLAT,344.371
3032,La Trobe University,Mildura,ECHUCA,317.75
3033,La Trobe University,Mildura,SWAN HILL,179.044
3034,La Trobe University,Mildura,SHEPPARTON,380.587
3035,La Trobe University,Mildura,SEYMOUR,412.979
3036,La Trobe University,Mildura,BENALLA,382.364
3037,La Trobe University,Mildura,WODONGA,462.44
3038,La Trobe University,Mildura,WHITTLESEA,454.158
3039,La Trobe University,Mildura,ENDEAVOUR HILLS,503.099
3040,La Trobe University,Mildura,NARRE WARREN,510.392
3041,La Trobe University,Mildura,BERWICK,512.646
3042,La Trobe University,Mildura,PAKENHAM,524.44
3043,La Trobe University,Mildura,WARRAGUL,555.209
3044,La Trobe University,Mildura,MOE,575.094
3045,La Trobe University,Mildura,NEWBOROUGH,577.031
3046,La Trobe University,Mildura,MORWELL,587.854
3047,La Trobe University,Mildura,TRARALGON,592.468
3048,La Trobe University,Mildura,SALE,618.571
3049,La Trobe University,Mildura,MAFFRA,601.793
3050,La Trobe University,Mildura,BAIRNSDALE,635.532
3051,La Trobe University,Mildura,HASTINGS,531.078
3052,La Trobe University,Mildura,FLINDERS,539.343
3053,La Trobe University,Mildura,MT ELIZA,515.037
3054,La Trobe University,Mildura,MORNINGTON,518.749
3055,La Trobe University,Mildura,MT MARTHA,521.817
3056,La Trobe University,Mildura,DROMANA,523.453
3057,La Trobe University,Mildura,PORTSEA,513.413
3058,La Trobe University,Mildura,HAMPTON PARK,508.997
3059,La Trobe University,Mildura,CRANBOURNE,516.346
3060,La Trobe University,Shepparton,CBD,164.277
3061,La Trobe University,Shepparton,EAST MELBOURNE,164.142
3062,La Trobe University,Shepparton,WEST MELBOURNE,164.012
3063,La Trobe University,Shepparton,SOUTHBANK,165.308
3064,La Trobe University,Shepparton,DOCKLANDS,164.771
3065,La Trobe University,Shepparton,FOOTSCRAY,164.286
3066,La Trobe University,Shepparton,SEDDON,165.348
3067,La Trobe University,Shepparton,WEST FOOTSCRAY,164.552
3068,La Trobe University,Shepparton,YARRAVILLE,166.28
3069,La Trobe University,Shepparton,NEWPORT,169.254
3070,La Trobe University,Shepparton,SPOTSWOOD,167.838
3071,La Trobe University,Shepparton,WILLIAMSTOWN,170.451
3072,La Trobe University,Shepparton,ALTONA,173.447
3073,La Trobe University,Shepparton,SUNSHINE,166.41
3074,La Trobe University,Shepparton,ST ALBANS,161.191
3075,La Trobe University,Shepparton,DEER PARK,164.58
3076,La Trobe University,Shepparton,HOPPERS CROSSING,178.582
3077,La Trobe University,Shepparton,WERRIBEE,182.082
3078,La Trobe University,Shepparton,FLEMINGTON,162.309
3079,La Trobe University,Shepparton,KENSINGTON,163.001
3080,La Trobe University,Shepparton,ASCOT VALE,161.151
3081,La Trobe University,Shepparton,KEILOR EAST,160.367
3082,La Trobe University,Shepparton,AVONDALE HEIGHTS,160.443
3083,La Trobe University,Shepparton,SYDENHAM,157.581
3084,La Trobe University,Shepparton,MOONEE PONDS,160.167
3085,La Trobe University,Shepparton,ESSENDON,159.06
3086,La Trobe University,Shepparton,GLADSTONE PARK,152.858
3087,La Trobe University,Shepparton,TULLAMARINE,152.666
3088,La Trobe University,Shepparton,PASCOE VALE,155.604
3089,La Trobe University,Shepparton,PASCOE VALE SOUTH,156.697
3090,La Trobe University,Shepparton,GLENROY,153.717
3091,La Trobe University,Shepparton,OAK PARK,155.063
3092,La Trobe University,Shepparton,BROADMEADOWS,151.048
3093,La Trobe University,Shepparton,NORTH MELBOURNE,172.645
3094,La Trobe University,Shepparton,PARKVILLE,161.956
3095,La Trobe University,Shepparton,CARLTON,161.023
3096,La Trobe University,Shepparton,CARLTON NORTH,161.023
3097,La Trobe University,Shepparton,BRUNSWICK,159.496
3098,La Trobe University,Shepparton,COBURG,156.66
3099,La Trobe University,Shepparton,COBURG NORTH,155.21
3100,La Trobe University,Shepparton,FAWKNER,160.114
3101,La Trobe University,Shepparton,CRAIGIEBURN,141.814
3102,La Trobe University,Shepparton,ROXBURGH PARK,146.064
3103,La Trobe University,Shepparton,FITZROY,162.616
3104,La Trobe University,Shepparton,COLLINGWOOD,162.454
3105,La Trobe University,Shepparton,ABBOTSFORD,162.313
3106,La Trobe University,Shepparton,CLIFTON HILL,160.966
3107,La Trobe University,Shepparton,FITZROY NORTH,160.607
3108,La Trobe University,Shepparton,NORTHCOTE,158.923
3109,La Trobe University,Shepparton,THORNBURY,157.251
3110,La Trobe University,Shepparton,PRESTON,155.447
3111,La Trobe University,Shepparton,RESERVOIR,152.95
3112,La Trobe University,Shepparton,THOMASTOWN,148.843
3113,La Trobe University,Shepparton,LALOR,147.216
3114,La Trobe University,Shepparton,EPPING,144.411
3115,La Trobe University,Shepparton,ALPHINGTON,159.408
3116,La Trobe University,Shepparton,FAIRFIELD,159.232
3117,La Trobe University,Shepparton,IVANHOE,158.008
3118,La Trobe University,Shepparton,IVANHOE EAST,158.037
3119,La Trobe University,Shepparton,HEIDELBERG WEST,155.81
3120,La Trobe University,Shepparton,MILL PARK,146.585
3121,La Trobe University,Shepparton,BUNDOORA,150.015
3122,La Trobe University,Shepparton,HEIDELBERG,156.103
3123,La Trobe University,Shepparton,GREENSBOROUGH,149.854
3124,La Trobe University,Shepparton,MONTMORENCY,150.737
3125,La Trobe University,Shepparton,ELTHAM,150.192
3126,La Trobe University,Shepparton,RESEARCH,148.656
3127,La Trobe University,Shepparton,HURSTBRIDGE,141.518
3128,La Trobe University,Shepparton,KEW,160.88
3129,La Trobe University,Shepparton,BALWYN,161.688
3130,La Trobe University,Shepparton,BULLEEN,157.23
3131,La Trobe University,Shepparton,TEMPLESTOWE,156.673
3132,La Trobe University,Shepparton,DONCASTER,158.16
3133,La Trobe University,Shepparton,DONCASTER EAST,160.466
3134,La Trobe University,Shepparton,DONVALE,217.284
3135,La Trobe University,Shepparton,BURNLEY,164.874
3136,La Trobe University,Shepparton,RICHMOND,164.128
3137,La Trobe University,Shepparton,HAWTHORN,164.934
3138,La Trobe University,Shepparton,CAMBERWELL,163.739
3139,La Trobe University,Shepparton,BURWOOD,165.454
3140,La Trobe University,Shepparton,CANTERBURY,163.427
3141,La Trobe University,Shepparton,MONT ALBERT,162.607
3142,La Trobe University,Shepparton,SURREY HILLS,163.141
3143,La Trobe University,Shepparton,BOX HILL,161.988
3144,La Trobe University,Shepparton,BLACKBURN,161.745
3145,La Trobe University,Shepparton,FOREST HILL,163.218
3146,La Trobe University,Shepparton,NUNAWADING,161.561
3147,La Trobe University,Shepparton,MITCHAM,161.017
3148,La Trobe University,Shepparton,VERMONT,163.147
3149,La Trobe University,Shepparton,RINGWOOD,160.377
3150,La Trobe University,Shepparton,CROYDON,158.279
3151,La Trobe University,Shepparton,LILYDALE,153.163
3152,La Trobe University,Shepparton,SOUTH YARRA,166.38
3153,La Trobe University,Shepparton,TOORAK,166.334
3154,La Trobe University,Shepparton,ARMADALE,168.194
3155,La Trobe University,Shepparton,MALVERN,168.242
3156,La Trobe University,Shepparton,MALVERN EAST,169.436
3157,La Trobe University,Shepparton,GLEN IRIS,166.853
3158,La Trobe University,Shepparton,ASHBURTON,167.615
3159,La Trobe University,Shepparton,CHADSTONE,170.088
3160,La Trobe University,Shepparton,MOUNT WAVERLEY,168.225
3161,La Trobe University,Shepparton,GLEN WAVERLEY,168.026
3162,La Trobe University,Shepparton,BURWOOD EAST,166.231
3163,La Trobe University,Shepparton,WANTIRNA,164.12
3164,La Trobe University,Shepparton,BAYSWATER,163.091
3165,La Trobe University,Shepparton,BORONIA,165.28
3166,La Trobe University,Shepparton,FERNTREE GULLY,167.557
3167,La Trobe University,Shepparton,CAULFIELD,170.35
3168,La Trobe University,Shepparton,CARNEGIE,170.791
3169,La Trobe University,Shepparton,MURRUMBEENA,170.79
3170,La Trobe University,Shepparton,HUGHESDALE,171.208
3171,La Trobe University,Shepparton,OAKLEIGH,171.499
3172,La Trobe University,Shepparton,CLAYTON,173.867
3173,La Trobe University,Shepparton,MULGRAVE,167.951
3174,La Trobe University,Shepparton,SPRINGVALE,178.537
3175,La Trobe University,Shepparton,NOBLE PARK,177.821
3176,La Trobe University,Shepparton,DANDENONG,179.682
3177,La Trobe University,Shepparton,DANDENONG NORTH,177.371
3178,La Trobe University,Shepparton,ROWVILLE,172.939
3179,La Trobe University,Shepparton,SCORESBY,165.73
3180,La Trobe University,Shepparton,PRAHRAN,167.598
3181,La Trobe University,Shepparton,WINDSOR,168.342
3182,La Trobe University,Shepparton,ST KILDA,169.843
3183,La Trobe University,Shepparton,ELWOOD,171.952
3184,La Trobe University,Shepparton,ELSTERNWICK,171.221
3185,La Trobe University,Shepparton,BRIGHTON,174.545
3186,La Trobe University,Shepparton,BRIGHTON EAST,173.443
3187,La Trobe University,Shepparton,HAMPTON,172.902
3188,La Trobe University,Shepparton,CHELTENHAM,179.06
3189,La Trobe University,Shepparton,BEAUMARIS,181.807
3190,La Trobe University,Shepparton,MENTONE,180.935
3191,La Trobe University,Shepparton,ASPENDALE,185.216
3192,La Trobe University,Shepparton,MORDIALLOC,183.29
3193,La Trobe University,Shepparton,PARKDALE,181.857
3194,La Trobe University,Shepparton,CHELSEA,187.89
3195,La Trobe University,Shepparton,CARRUM,190.452
3196,La Trobe University,Shepparton,SEAFORD,193.971
3197,La Trobe University,Shepparton,FRANKSTON,198.035
3198,La Trobe University,Shepparton,CARRUM DOWNS,191.344
3199,La Trobe University,Shepparton,BENTLEIGH,174.304
3200,La Trobe University,Shepparton,SOUTH MELBOURNE,175.956
3201,La Trobe University,Shepparton,ALBERT PARK,167.409
3202,La Trobe University,Shepparton,MIDDLE PARK,168.187
3203,La Trobe University,Shepparton,PORT MELBOURNE,180.686
3204,La Trobe University,Shepparton,LARA,203.097
3205,La Trobe University,Shepparton,CORIO,210.174
3206,La Trobe University,Shepparton,NORTH GEELONG,214.423
