,university,campus,from suburb,distance
1372,Victoria University,Footscray,CHELSEA,34.682
1373,Victoria University,Footscray,CARRUM,37.27
1374,Victoria University,Footscray,SEAFORD,41.36
1375,Victoria University,Footscray,FRANKSTON,43.886
1376,Victoria University,Footscray,CARRUM DOWNS,42.051
1377,Victoria University,Footscray,BENTLEIGH,18.493
1378,Victoria University,Footscray,SOUTH MELBOURNE,19.671
1379,Victoria University,Footscray,ALBERT PARK,7.413
1380,Victoria University,Footscray,MIDDLE PARK,8.71
1381,Victoria University,Footscray,PORT MELBOURNE,23.467
1382,Victoria University,Footscray,LARA,49.921
1383,Victoria University,Footscray,CORIO,56.633
1384,Victoria University,Footscray,NORTH GEELONG,60.052
1385,Victoria University,Footscray,BELMONT,64.592
1386,Victoria University,Footscray,GROVEDALE,67.675
1387,Victoria University,Footscray,GEELONG WEST,61.846
1388,Victoria University,Footscray,HERNE HILL,62.417
1389,Victoria University,Footscray,GEELONG,61.345
1390,Victoria University,Footscray,NEWTOWN,63.542
1391,Victoria University,Footscray,OCEAN GROVE,61.58
1392,Victoria University,Footscray,BARWON HEADS,64.864
1393,Victoria University,Footscray,TORQUAY,78.265
1394,Victoria University,Footscray,WARRNAMBOOL,221.415
1395,Victoria University,Footscray,HAMILTON,253.166
1396,Victoria University,Footscray,PORTLAND,296.513
1397,Victoria University,Footscray,MELTON,30.184
1398,Victoria University,Footscray,ALFREDTON,98.663
1399,Victoria University,Footscray,BALLARAT,94.523
1400,Victoria University,Footscray,MOUNT CLEAR,92.973
1401,Victoria University,Footscray,WENDOUREE,97.998
1402,Victoria University,Footscray,DELACOMBE,98.69
1403,Victoria University,Footscray,SEBASTOPOL,95.486
1404,Victoria University,Footscray,BUNINYONG,87.603
1405,Victoria University,Footscray,HORSHAM,267.143
1406,Victoria University,Footscray,SUNBURY,28.142
1407,Victoria University,Footscray,CASTLEMAINE,100.995
1408,Victoria University,Footscray,MILDURA,471.37
1409,Victoria University,Footscray,BENDIGO,127.477
1410,Victoria University,Footscray,FLORA HILL,125.493
1411,Victoria University,Footscray,NORTH BENDIGO,128.449
1412,Victoria University,Footscray,GOLDEN SQUARE,126.487
1413,Victoria University,Footscray,KANGAROO FLAT,125.068
1414,Victoria University,Footscray,ECHUCA,185.772
1415,Victoria University,Footscray,SWAN HILL,298.466
1416,Victoria University,Footscray,SHEPPARTON,163.411
1417,Victoria University,Footscray,SEYMOUR,88.035
1418,Victoria University,Footscray,BENALLA,163.516
1419,Victoria University,Footscray,WODONGA,255.969
1420,Victoria University,Footscray,WHITTLESEA,36.603
1421,Victoria University,Footscray,ENDEAVOUR HILLS,37.411
1422,Victoria University,Footscray,NARRE WARREN,44.414
1423,Victoria University,Footscray,BERWICK,47.391
1424,Victoria University,Footscray,PAKENHAM,61.206
1425,Victoria University,Footscray,WARRAGUL,99.656
1426,Victoria University,Footscray,MOE,127.411
1427,Victoria University,Footscray,NEWBOROUGH,129.606
1428,Victoria University,Footscray,MORWELL,140.689
1429,Victoria University,Footscray,TRARALGON,150.76
1430,Victoria University,Footscray,SALE,193.859
1431,Victoria University,Footscray,MAFFRA,183.674
1432,Victoria University,Footscray,BAIRNSDALE,240.329
1433,Victoria University,Footscray,HASTINGS,62.795
1434,Victoria University,Footscray,FLINDERS,76.475
1435,Victoria University,Footscray,MT ELIZA,47.014
1436,Victoria University,Footscray,MORNINGTON,51.682
1437,Victoria University,Footscray,MT MARTHA,57.32
1438,Victoria University,Footscray,DROMANA,60.399
1439,Victoria University,Footscray,PORTSEA,62.852
1440,Victoria University,Footscray,HAMPTON PARK,42.084
1441,Victoria University,Footscray,CRANBOURNE,48.172
1442,Monash University,Caulfield,CBD,9.539
1443,Monash University,Caulfield,EAST MELBOURNE,8.359
1444,Monash University,Caulfield,WEST MELBOURNE,12.042
1445,Monash University,Caulfield,SOUTHBANK,9.154
1446,Monash University,Caulfield,DOCKLANDS,10.972
1447,Monash University,Caulfield,FOOTSCRAY,15.398
1448,Monash University,Caulfield,SEDDON,15.177
1449,Monash University,Caulfield,WEST FOOTSCRAY,16.982
1450,Monash University,Caulfield,YARRAVILLE,15.234
1451,Monash University,Caulfield,NEWPORT,14.752
1452,Monash University,Caulfield,SPOTSWOOD,15.021
1453,Monash University,Caulfield,WILLIAMSTOWN,13.16
1454,Monash University,Caulfield,ALTONA,18.919
1455,Monash University,Caulfield,SUNSHINE,21.696
1456,Monash University,Caulfield,ST ALBANS,26.095
1457,Monash University,Caulfield,DEER PARK,26.57
1458,Monash University,Caulfield,HOPPERS CROSSING,30.33
1459,Monash University,Caulfield,WERRIBEE,34.189
1460,Monash University,Caulfield,FLEMINGTON,14.012
1461,Monash University,Caulfield,KENSINGTON,13.704
1462,Monash University,Caulfield,ASCOT VALE,15.506
1463,Monash University,Caulfield,KEILOR EAST,26.892
1464,Monash University,Caulfield,AVONDALE HEIGHTS,25.158
1465,Monash University,Caulfield,SYDENHAM,31.552
1466,Monash University,Caulfield,MOONEE PONDS,16.585
1467,Monash University,Caulfield,ESSENDON,17.59
1468,Monash University,Caulfield,GLADSTONE PARK,25.289
1469,Monash University,Caulfield,TULLAMARINE,25.524
1470,Monash University,Caulfield,PASCOE VALE,19.023
1471,Monash University,Caulfield,PASCOE VALE SOUTH,17.61
1472,Monash University,Caulfield,GLENROY,22.268
1473,Monash University,Caulfield,OAK PARK,20.784
1474,Monash University,Caulfield,BROADMEADOWS,24.37
1475,Monash University,Caulfield,NORTH MELBOURNE,3.43
1476,Monash University,Caulfield,PARKVILLE,13.016
1477,Monash University,Caulfield,CARLTON,12.218
1478,Monash University,Caulfield,CARLTON NORTH,12.218
1479,Monash University,Caulfield,BRUNSWICK,15.3
1480,Monash University,Caulfield,COBURG,16.38
1481,Monash University,Caulfield,COBURG NORTH,17.452
1482,Monash University,Caulfield,FAWKNER,18.484
1483,Monash University,Caulfield,CRAIGIEBURN,32.213
1484,Monash University,Caulfield,ROXBURGH PARK,28.46
1485,Monash University,Caulfield,FITZROY,10.223
1486,Monash University,Caulfield,COLLINGWOOD,10.032
1487,Monash University,Caulfield,ABBOTSFORD,9.264
1488,Monash University,Caulfield,CLIFTON HILL,10.889
1489,Monash University,Caulfield,FITZROY NORTH,11.648
1490,Monash University,Caulfield,NORTHCOTE,12.653
1491,Monash University,Caulfield,THORNBURY,14.123
1492,Monash University,Caulfield,PRESTON,15.825
1493,Monash University,Caulfield,RESERVOIR,18.074
1494,Monash University,Caulfield,THOMASTOWN,21.996
1495,Monash University,Caulfield,LALOR,23.568
1496,Monash University,Caulfield,EPPING,26.685
1497,Monash University,Caulfield,ALPHINGTON,10.719
1498,Monash University,Caulfield,FAIRFIELD,11.321
1499,Monash University,Caulfield,IVANHOE,11.889
1500,Monash University,Caulfield,IVANHOE EAST,11.595
1501,Monash University,Caulfield,HEIDELBERG WEST,14.137
1502,Monash University,Caulfield,MILL PARK,23.242
1503,Monash University,Caulfield,BUNDOORA,19.629
1504,Monash University,Caulfield,HEIDELBERG,13.501
1505,Monash University,Caulfield,GREENSBOROUGH,19.782
1506,Monash University,Caulfield,MONTMORENCY,19.145
1507,Monash University,Caulfield,ELTHAM,20.244
1508,Monash University,Caulfield,RESEARCH,22.617
1509,Monash University,Caulfield,HURSTBRIDGE,29.31
1510,Monash University,Caulfield,KEW,8.76
1511,Monash University,Caulfield,BALWYN,8.102
1512,Monash University,Caulfield,BULLEEN,12.375
1513,Monash University,Caulfield,BULLEEN,12.375
1514,Monash University,Caulfield,TEMPLESTOWE,13.559
1515,Monash University,Caulfield,TEMPLESTOWE,13.559
1516,Monash University,Caulfield,DONCASTER,12.41
1517,Monash University,Caulfield,DONCASTER EAST,14.958
1518,Monash University,Caulfield,DONVALE,61.112
1519,Monash University,Caulfield,BURNLEY,6.46
1520,Monash University,Caulfield,RICHMOND,7.611
1521,Monash University,Caulfield,HAWTHORN,4.662
1522,Monash University,Caulfield,CAMBERWELL,5.847
1523,Monash University,Caulfield,BURWOOD,9.722
1524,Monash University,Caulfield,CANTERBURY,6.296
1525,Monash University,Caulfield,MONT ALBERT,8.072
1526,Monash University,Caulfield,SURREY HILLS,7.317
1527,Monash University,Caulfield,BOX HILL,9.234
1528,Monash University,Caulfield,BLACKBURN,11.453
1529,Monash University,Caulfield,FOREST HILL,11.641
1530,Monash University,Caulfield,NUNAWADING,13.061
1531,Monash University,Caulfield,MITCHAM,14.624
1532,Monash University,Caulfield,VERMONT,13.859
1533,Monash University,Caulfield,RINGWOOD,17.437
1534,Monash University,Caulfield,CROYDON,22.419
1535,Monash University,Caulfield,LILYDALE,29.796
1536,Monash University,Caulfield,SOUTH YARRA,6.414
1537,Monash University,Caulfield,TOORAK,4.51
1538,Monash University,Caulfield,ARMADALE,3.032
1539,Monash University,Caulfield,MALVERN,2.232
1540,Monash University,Caulfield,MALVERN EAST,1.988
1541,Monash University,Caulfield,GLEN IRIS,3.085
1542,Monash University,Caulfield,ASHBURTON,3.322
1543,Monash University,Caulfield,CHADSTONE,3.446
1544,Monash University,Caulfield,MOUNT WAVERLEY,7.294
1545,Monash University,Caulfield,GLEN WAVERLEY,10.617
1546,Monash University,Caulfield,BURWOOD EAST,8.429
1547,Monash University,Caulfield,WANTIRNA,16.423
1548,Monash University,Caulfield,BAYSWATER,19.841
1549,Monash University,Caulfield,BORONIA,20.311
1550,Monash University,Caulfield,FERNTREE GULLY,21.978
1551,Monash University,Caulfield,CAULFIELD,1.696
1552,Monash University,Caulfield,CARNEGIE,1.823
1553,Monash University,Caulfield,MURRUMBEENA,2.516
1554,Monash University,Caulfield,HUGHESDALE,3.483
1555,Monash University,Caulfield,OAKLEIGH,4.5
1556,Monash University,Caulfield,CLAYTON,8.509
1557,Monash University,Caulfield,MULGRAVE,5.106
1558,Monash University,Caulfield,SPRINGVALE,13.89
1559,Monash University,Caulfield,NOBLE PARK,15.302
1560,Monash University,Caulfield,DANDENONG,19.295
1561,Monash University,Caulfield,DANDENONG NORTH,17.23
1562,Monash University,Caulfield,ROWVILLE,17.684
1563,Monash University,Caulfield,SCORESBY,19.276
1564,Monash University,Caulfield,PRAHRAN,5.436
1565,Monash University,Caulfield,WINDSOR,5.19
1566,Monash University,Caulfield,ST KILDA,5.933
1567,Monash University,Caulfield,ELWOOD,5.463
1568,Monash University,Caulfield,ELSTERNWICK,3.741
1569,Monash University,Caulfield,BRIGHTON,6.245
1570,Monash University,Caulfield,BRIGHTON EAST,4.918
1571,Monash University,Caulfield,HAMPTON,5.304
1572,Monash University,Caulfield,CHELTENHAM,9.851
1573,Monash University,Caulfield,BEAUMARIS,12.281
1574,Monash University,Caulfield,MENTONE,11.974
1575,Monash University,Caulfield,ASPENDALE,17.427
1576,Monash University,Caulfield,MORDIALLOC,15.003
1577,Monash University,Caulfield,PARKDALE,13.208
1578,Monash University,Caulfield,CHELSEA,20.541
1579,Monash University,Caulfield,CARRUM,23.283
1580,Monash University,Caulfield,SEAFORD,27.384
1581,Monash University,Caulfield,FRANKSTON,30.655
1582,Monash University,Caulfield,CARRUM DOWNS,27.098
1583,Monash University,Caulfield,BENTLEIGH,4.719
1584,Monash University,Caulfield,SOUTH MELBOURNE,6.374
1585,Monash University,Caulfield,ALBERT PARK,8.828
1586,Monash University,Caulfield,MIDDLE PARK,7.654
1587,Monash University,Caulfield,PORT MELBOURNE,11.129
1588,Monash University,Caulfield,LARA,58.273
1589,Monash University,Caulfield,CORIO,64.156
1590,Monash University,Caulfield,NORTH GEELONG,66.884
1591,Monash University,Caulfield,BELMONT,70.045
1592,Monash University,Caulfield,GROVEDALE,72.84
1593,Monash University,Caulfield,GEELONG WEST,67.945
1594,Monash University,Caulfield,HERNE HILL,68.874
1595,Monash University,Caulfield,GEELONG,67.194
1596,Monash University,Caulfield,NEWTOWN,69.533
1597,Monash University,Caulfield,OCEAN GROVE,62.274
1598,Monash University,Caulfield,BARWON HEADS,66.2
1599,Monash University,Caulfield,TORQUAY,81.089
1600,Monash University,Caulfield,WARRNAMBOOL,231.354
1601,Monash University,Caulfield,HAMILTON,266.469
1602,Monash University,Caulfield,PORTLAND,307.39
1603,Monash University,Caulfield,MELTON,46.006
1604,Monash University,Caulfield,ALFREDTON,113.844
1605,Monash University,Caulfield,BALLARAT,109.732
1606,Monash University,Caulfield,MOUNT CLEAR,107.962
1607,Monash University,Caulfield,WENDOUREE,113.281
1608,Monash University,Caulfield,DELACOMBE,113.71
1609,Monash University,Caulfield,SEBASTOPOL,110.473
1610,Monash University,Caulfield,BUNINYONG,102.356
1611,Monash University,Caulfield,HORSHAM,282.973
1612,Monash University,Caulfield,SUNBURY,43.313
1613,Monash University,Caulfield,CASTLEMAINE,116.344
1614,Monash University,Caulfield,MILDURA,486.227
1615,Monash University,Caulfield,BENDIGO,141.69
1616,Monash University,Caulfield,FLORA HILL,139.706
1617,Monash University,Caulfield,NORTH BENDIGO,142.63
1618,Monash University,Caulfield,GOLDEN SQUARE,140.818
1619,Monash University,Caulfield,KANGAROO FLAT,139.541
1620,Monash University,Caulfield,ECHUCA,196.339
1621,Monash University,Caulfield,SWAN HILL,312.355
1622,Monash University,Caulfield,SHEPPARTON,169.382
1623,Monash University,Caulfield,SEYMOUR,95.065
1624,Monash University,Caulfield,BENALLA,169.31
1625,Monash University,Caulfield,WODONGA,254.017
1626,Monash University,Caulfield,WHITTLESEA,40.837
1627,Monash University,Caulfield,ENDEAVOUR HILLS,21.406
1628,Monash University,Caulfield,NARRE WARREN,28.386
1629,Monash University,Caulfield,BERWICK,31.368
1630,Monash University,Caulfield,PAKENHAM,45.23
1631,Monash University,Caulfield,WARRAGUL,83.951
1632,Monash University,Caulfield,MOE,112.03
1633,Monash University,Caulfield,NEWBOROUGH,114.222
1634,Monash University,Caulfield,MORWELL,125.218
1635,Monash University,Caulfield,TRARALGON,135.569
1636,Monash University,Caulfield,SALE,179.355
1637,Monash University,Caulfield,MAFFRA,169.777
1638,Monash University,Caulfield,BAIRNSDALE,227.153
1639,Monash University,Caulfield,HASTINGS,49.667
1640,Monash University,Caulfield,FLINDERS,66.551
1641,Monash University,Caulfield,MT ELIZA,34.821
1642,Monash University,Caulfield,MORNINGTON,40.329
1643,Monash University,Caulfield,MT MARTHA,47.623
1644,Monash University,Caulfield,DROMANA,51.365
1645,Monash University,Caulfield,PORTSEA,59.254
1646,Monash University,Caulfield,HAMPTON PARK,26.118
1647,Monash University,Caulfield,CRANBOURNE,32.672
1648,Deakin University,Melboune,CBD,13.305
1649,Deakin University,Melboune,EAST MELBOURNE,11.766
1650,Deakin University,Melboune,WEST MELBOURNE,16.028
1651,Deakin University,Melboune,SOUTHBANK,13.422
1652,Deakin University,Melboune,DOCKLANDS,15.178
1653,Deakin University,Melboune,FOOTSCRAY,19.732
1654,Deakin University,Melboune,SEDDON,19.821
1655,Deakin University,Melboune,WEST FOOTSCRAY,21.457
1656,Deakin University,Melboune,YARRAVILLE,20.139
1657,Deakin University,Melboune,NEWPORT,20.38
1658,Deakin University,Melboune,SPOTSWOOD,20.321
1659,Deakin University,Melboune,WILLIAMSTOWN,19.097
1660,Deakin University,Melboune,ALTONA,25.097
1661,Deakin University,Melboune,SUNSHINE,26.649
1662,Deakin University,Melboune,ST ALBANS,30.083
1663,Deakin University,Melboune,DEER PARK,31.196
1664,Deakin University,Melboune,HOPPERS CROSSING,36.607
1665,Deakin University,Melboune,WERRIBEE,40.597
1666,Deakin University,Melboune,FLEMINGTON,17.52
1667,Deakin University,Melboune,KENSINGTON,17.455
1668,Deakin University,Melboune,ASCOT VALE,18.75
1669,Deakin University,Melboune,KEILOR EAST,30.742
1670,Deakin University,Melboune,AVONDALE HEIGHTS,28.957
1671,Deakin University,Melboune,SYDENHAM,35.043
1672,Deakin University,Melboune,MOONEE PONDS,19.598
1673,Deakin University,Melboune,ESSENDON,20.33
1674,Deakin University,Melboune,GLADSTONE PARK,27.139
1675,Deakin University,Melboune,TULLAMARINE,27.352
1676,Deakin University,Melboune,PASCOE VALE,20.606
1677,Deakin University,Melboune,PASCOE VALE SOUTH,19.322
1678,Deakin University,Melboune,GLENROY,23.848
1679,Deakin University,Melboune,OAK PARK,22.565
1680,Deakin University,Melboune,BROADMEADOWS,25.409
1681,Deakin University,Melboune,NORTH MELBOURNE,8.082
1682,Deakin University,Melboune,PARKVILLE,16.207
1683,Deakin University,Melboune,CARLTON,14.701
1684,Deakin University,Melboune,CARLTON NORTH,14.701
1685,Deakin University,Melboune,BRUNSWICK,17.78
1686,Deakin University,Melboune,COBURG,17.665
1687,Deakin University,Melboune,COBURG NORTH,18.287
1688,Deakin University,Melboune,FAWKNER,21.727
1689,Deakin University,Melboune,CRAIGIEBURN,31.847
1690,Deakin University,Melboune,ROXBURGH PARK,28.644
1691,Deakin University,Melboune,FITZROY,13.118
1692,Deakin University,Melboune,COLLINGWOOD,12.747
1693,Deakin University,Melboune,ABBOTSFORD,11.529
1694,Deakin University,Melboune,CLIFTON HILL,12.804
1695,Deakin University,Melboune,FITZROY NORTH,13.634
1696,Deakin University,Melboune,NORTHCOTE,13.787
1697,Deakin University,Melboune,THORNBURY,14.704
1698,Deakin University,Melboune,PRESTON,15.952
1699,Deakin University,Melboune,RESERVOIR,17.593
1700,Deakin University,Melboune,THOMASTOWN,20.855
1701,Deakin University,Melboune,LALOR,22.225
1702,Deakin University,Melboune,EPPING,25.317
1703,Deakin University,Melboune,ALPHINGTON,10.653
1704,Deakin University,Melboune,FAIRFIELD,11.742
1705,Deakin University,Melboune,IVANHOE,11.03
1706,Deakin University,Melboune,IVANHOE EAST,9.876
1707,Deakin University,Melboune,HEIDELBERG WEST,12.922
1708,Deakin University,Melboune,MILL PARK,20.816
1709,Deakin University,Melboune,BUNDOORA,16.974
1710,Deakin University,Melboune,HEIDELBERG,11.237
1711,Deakin University,Melboune,GREENSBOROUGH,16.216
1712,Deakin University,Melboune,MONTMORENCY,15.007
1713,Deakin University,Melboune,ELTHAM,15.446
1714,Deakin University,Melboune,RESEARCH,17.295
1715,Deakin University,Melboune,HURSTBRIDGE,24.338
1716,Deakin University,Melboune,KEW,7.897
1717,Deakin University,Melboune,BALWYN,5.319
1718,Deakin University,Melboune,BULLEEN,9.582
1719,Deakin University,Melboune,BULLEEN,9.582
1720,Deakin University,Melboune,TEMPLESTOWE,9.034
1721,Deakin University,Melboune,TEMPLESTOWE,9.034
1722,Deakin University,Melboune,DONCASTER,7.486
1723,Deakin University,Melboune,DONCASTER EAST,8.203
1724,Deakin University,Melboune,DONVALE,67.815
1725,Deakin University,Melboune,BURNLEY,9.812
1726,Deakin University,Melboune,RICHMOND,10.75
1727,Deakin University,Melboune,HAWTHORN,5.764
1728,Deakin University,Melboune,CAMBERWELL,5.73
1729,Deakin University,Melboune,BURWOOD,3.277
1730,Deakin University,Melboune,CANTERBURY,4.653
1731,Deakin University,Melboune,MONT ALBERT,3.316
1732,Deakin University,Melboune,SURREY HILLS,3.168
1733,Deakin University,Melboune,BOX HILL,3.644
1734,Deakin University,Melboune,BLACKBURN,4.838
1735,Deakin University,Melboune,FOREST HILL,4.88
1736,Deakin University,Melboune,NUNAWADING,6.31
1737,Deakin University,Melboune,MITCHAM,7.857
1738,Deakin University,Melboune,VERMONT,7.185
1739,Deakin University,Melboune,RINGWOOD,10.676
1740,Deakin University,Melboune,CROYDON,15.663
1741,Deakin University,Melboune,LILYDALE,23.027
1742,Deakin University,Melboune,SOUTH YARRA,10.955
1743,Deakin University,Melboune,TOORAK,8.557
1744,Deakin University,Melboune,ARMADALE,8.527
1745,Deakin University,Melboune,MALVERN,7.69
1746,Deakin University,Melboune,MALVERN EAST,5.193
1747,Deakin University,Melboune,GLEN IRIS,4.215
1748,Deakin University,Melboune,ASHBURTON,3.448
1749,Deakin University,Melboune,CHADSTONE,4.943
1750,Deakin University,Melboune,MOUNT WAVERLEY,3.057
1751,Deakin University,Melboune,GLEN WAVERLEY,5.466
1752,Deakin University,Melboune,BURWOOD EAST,2.285
1753,Deakin University,Melboune,WANTIRNA,10.019
1754,Deakin University,Melboune,BAYSWATER,13.39
1755,Deakin University,Melboune,BORONIA,14.205
1756,Deakin University,Melboune,FERNTREE GULLY,16.291
1757,Deakin University,Melboune,CAULFIELD,8.444
1758,Deakin University,Melboune,CARNEGIE,6.632
1759,Deakin University,Melboune,MURRUMBEENA,6.142
1760,Deakin University,Melboune,HUGHESDALE,6.103
1761,Deakin University,Melboune,OAKLEIGH,6.059
1762,Deakin University,Melboune,CLAYTON,8.414
1763,Deakin University,Melboune,MULGRAVE,2.422
1764,Deakin University,Melboune,SPRINGVALE,13.794
1765,Deakin University,Melboune,NOBLE PARK,14.121
1766,Deakin University,Melboune,DANDENONG,17.603
1767,Deakin University,Melboune,DANDENONG NORTH,15.153
1768,Deakin University,Melboune,ROWVILLE,13.727
1769,Deakin University,Melboune,SCORESBY,13.241
1770,Deakin University,Melboune,PRAHRAN,10.643
1771,Deakin University,Melboune,WINDSOR,10.798
1772,Deakin University,Melboune,ST KILDA,12.111
1773,Deakin University,Melboune,ELWOOD,12.168
1774,Deakin University,Melboune,ELSTERNWICK,10.464
1775,Deakin University,Melboune,BRIGHTON,12.901
1776,Deakin University,Melboune,BRIGHTON EAST,11.598
1777,Deakin University,Melboune,HAMPTON,12.073
1778,Deakin University,Melboune,CHELTENHAM,13.758
1779,Deakin University,Melboune,BEAUMARIS,16.79
1780,Deakin University,Melboune,MENTONE,15.425
1781,Deakin University,Melboune,ASPENDALE,19.678
1782,Deakin University,Melboune,MORDIALLOC,17.665
1783,Deakin University,Melboune,PARKDALE,16.251
1784,Deakin University,Melboune,CHELSEA,22.525
1785,Deakin University,Melboune,CARRUM,25.209
1786,Deakin University,Melboune,SEAFORD,29.066
1787,Deakin University,Melboune,FRANKSTON,32.846
1788,Deakin University,Melboune,CARRUM DOWNS,27.64
1789,Deakin University,Melboune,BENTLEIGH,10.296
1790,Deakin University,Melboune,SOUTH MELBOURNE,11.658
1791,Deakin University,Melboune,ALBERT PARK,14.023
1792,Deakin University,Melboune,MIDDLE PARK,13.155
1793,Deakin University,Melboune,PORT MELBOURNE,15.83
1794,Deakin University,Melboune,LARA,64.963
1795,Deakin University,Melboune,CORIO,70.898
1796,Deakin University,Melboune,NORTH GEELONG,73.648
1797,Deakin University,Melboune,BELMONT,76.808
1798,Deakin University,Melboune,GROVEDALE,79.593
1799,Deakin University,Melboune,GEELONG WEST,74.715
1800,Deakin University,Melboune,HERNE HILL,75.644
1801,Deakin University,Melboune,GEELONG,73.963
1802,Deakin University,Melboune,NEWTOWN,76.302
1803,Deakin University,Melboune,OCEAN GROVE,68.703
1804,Deakin University,Melboune,BARWON HEADS,72.69
1805,Deakin University,Melboune,TORQUAY,87.692
1806,Deakin University,Melboune,WARRNAMBOOL,238.008
1807,Deakin University,Melboune,HAMILTON,272.467
1808,Deakin University,Melboune,PORTLAND,313.942
1809,Deakin University,Melboune,MELTON,50.333
1810,Deakin University,Melboune,ALFREDTON,118.844
1811,Deakin University,Melboune,BALLARAT,114.709
1812,Deakin University,Melboune,MOUNT CLEAR,113.105
1813,Deakin University,Melboune,WENDOUREE,118.195
1814,Deakin University,Melboune,DELACOMBE,118.833
1815,Deakin University,Melboune,SEBASTOPOL,115.619
1816,Deakin University,Melboune,BUNINYONG,107.651
1817,Deakin University,Melboune,HORSHAM,287.18
1818,Deakin University,Melboune,SUNBURY,45.434
1819,Deakin University,Melboune,CASTLEMAINE,118.11
1820,Deakin University,Melboune,MILDURA,487.145
1821,Deakin University,Melboune,BENDIGO,142.216
1822,Deakin University,Melboune,FLORA HILL,140.238
1823,Deakin University,Melboune,NORTH BENDIGO,143.127
1824,Deakin University,Melboune,GOLDEN SQUARE,141.45
1825,Deakin University,Melboune,KANGAROO FLAT,140.303
1826,Deakin University,Melboune,ECHUCA,194.367
1827,Deakin University,Melboune,SWAN HILL,312.414
1828,Deakin University,Melboune,SHEPPARTON,165.444
1829,Deakin University,Melboune,SEYMOUR,91.818
1830,Deakin University,Melboune,BENALLA,165.308
1831,Deakin University,Melboune,WODONGA,247.842
1832,Deakin University,Melboune,WHITTLESEA,37.434
1833,Deakin University,Melboune,ENDEAVOUR HILLS,18.573
1834,Deakin University,Melboune,NARRE WARREN,25.885
1835,Deakin University,Melboune,BERWICK,28.472
1836,Deakin University,Melboune,PAKENHAM,41.768
1837,Deakin University,Melboune,WARRAGUL,79.61
1838,Deakin University,Melboune,MOE,107.215
1839,Deakin University,Melboune,NEWBOROUGH,109.411
1840,Deakin University,Melboune,MORWELL,120.51
1841,Deakin University,Melboune,TRARALGON,130.555
1842,Deakin University,Melboune,SALE,173.828
1843,Deakin University,Melboune,MAFFRA,163.931
1844,Deakin University,Melboune,BAIRNSDALE,221.038
1845,Deakin University,Melboune,HASTINGS,51.381
1846,Deakin University,Melboune,FLINDERS,69.975
1847,Deakin University,Melboune,MT ELIZA,37.608
1848,Deakin University,Melboune,MORNINGTON,43.461
1849,Deakin University,Melboune,MT MARTHA,51.441
1850,Deakin University,Melboune,DROMANA,55.408
1851,Deakin University,Melboune,PORTSEA,64.94
1852,Deakin University,Melboune,HAMPTON PARK,24.331
1853,Deakin University,Melboune,CRANBOURNE,32.066
1854,University of Melbourne,Burnley,CBD,4.337
1855,University of Melbourne,Burnley,EAST MELBOURNE,2.807
1856,University of Melbourne,Burnley,WEST MELBOURNE,7.061
1857,University of Melbourne,Burnley,SOUTHBANK,4.53
1858,University of Melbourne,Burnley,DOCKLANDS,6.225
1859,University of Melbourne,Burnley,FOOTSCRAY,10.765
1860,University of Melbourne,Burnley,SEDDON,10.888
1861,University of Melbourne,Burnley,WEST FOOTSCRAY,12.494
1862,University of Melbourne,Burnley,YARRAVILLE,11.27
1863,University of Melbourne,Burnley,NEWPORT,11.931
1864,University of Melbourne,Burnley,SPOTSWOOD,11.632
1865,University of Melbourne,Burnley,WILLIAMSTOWN,11.052
1866,University of Melbourne,Burnley,ALTONA,17.121
1867,University of Melbourne,Burnley,SUNSHINE,17.734
1868,University of Melbourne,Burnley,ST ALBANS,21.178
1869,University of Melbourne,Burnley,DEER PARK,22.229
1870,University of Melbourne,Burnley,HOPPERS CROSSING,28.559
1871,University of Melbourne,Burnley,WERRIBEE,32.742
1872,University of Melbourne,Burnley,FLEMINGTON,8.649
1873,University of Melbourne,Burnley,KENSINGTON,8.525
1874,University of Melbourne,Burnley,ASCOT VALE,9.991
1875,University of Melbourne,Burnley,KEILOR EAST,21.872
1876,University of Melbourne,Burnley,AVONDALE HEIGHTS,20.094
1877,University of Melbourne,Burnley,SYDENHAM,26.306
1878,University of Melbourne,Burnley,MOONEE PONDS,10.955
1879,University of Melbourne,Burnley,ESSENDON,11.843
1880,University of Melbourne,Burnley,GLADSTONE PARK,19.322
1881,University of Melbourne,Burnley,TULLAMARINE,19.553
1882,University of Melbourne,Burnley,PASCOE VALE,12.966
1883,University of Melbourne,Burnley,PASCOE VALE SOUTH,11.561
1884,University of Melbourne,Burnley,GLENROY,16.231
1885,University of Melbourne,Burnley,OAK PARK,14.773
1886,University of Melbourne,Burnley,BROADMEADOWS,18.281
1887,University of Melbourne,Burnley,NORTH MELBOURNE,9.509
1888,University of Melbourne,Burnley,PARKVILLE,7.424
1889,University of Melbourne,Burnley,CARLTON,6.27
1890,University of Melbourne,Burnley,CARLTON NORTH,6.27
1891,University of Melbourne,Burnley,BRUNSWICK,9.415
1892,University of Melbourne,Burnley,COBURG,10.283
1893,University of Melbourne,Burnley,COBURG NORTH,11.358
1894,University of Melbourne,Burnley,FAWKNER,13.006
1895,University of Melbourne,Burnley,CRAIGIEBURN,26.176
1896,University of Melbourne,Burnley,ROXBURGH PARK,22.374
1897,University of Melbourne,Burnley,FITZROY,4.385
1898,University of Melbourne,Burnley,COLLINGWOOD,4.103
