,university,campus,from suburb,distance
185,La Trobe University,Main,BERWICK,43.807550353591274
186,La Trobe University,Main,PAKENHAM,56.329596594131374
187,La Trobe University,Main,WARRAGUL,92.40239327709227
188,La Trobe University,Main,MOE,118.81757522519774
189,La Trobe University,Main,NEWBOROUGH,121.00784511172465
190,La Trobe University,Main,MORWELL,132.2672526953994
191,La Trobe University,Main,TRARALGON,141.53967555289424
192,La Trobe University,Main,SALE,183.13993922661135
193,La Trobe University,Main,MAFFRA,172.115505303551
194,La Trobe University,Main,BAIRNSDALE,227.8376734629194
195,La Trobe University,Main,HASTINGS,67.01325211693919
196,La Trobe University,Main,FLINDERS,84.27945138464257
197,La Trobe University,Main,MT ELIZA,52.50668620728717
198,La Trobe University,Main,MORNINGTON,58.06840639991919
199,La Trobe University,Main,MT MARTHA,65.29895499476436
200,La Trobe University,Main,DROMANA,68.96042723890903
201,La Trobe University,Main,PORTSEA,75.10848602742112
202,La Trobe University,Main,HAMPTON PARK,40.261289719700564
203,La Trobe University,Main,CRANBOURNE,48.14976850624748
204,Monash University,Main,CBD,18.2425055464779
205,Monash University,Main,EAST MELBOURNE,16.901498690352913
206,Monash University,Main,WEST MELBOURNE,20.84905472543357
207,Monash University,Main,SOUTHBANK,17.975439972365265
208,Monash University,Main,DOCKLANDS,19.809840422760175
209,Monash University,Main,FOOTSCRAY,24.28680074926076
210,Monash University,Main,SEDDON,24.083486071747494
211,Monash University,Main,WEST FOOTSCRAY,25.885027591193563
212,Monash University,Main,YARRAVILLE,24.13264054359321
213,Monash University,Main,NEWPORT,23.484510928712034
214,Monash University,Main,SPOTSWOOD,23.859870862304234
215,Monash University,Main,WILLIAMSTOWN,21.754324194146548
216,Monash University,Main,ALTONA,27.16803697991002
217,Monash University,Main,SUNSHINE,30.567325420928334
218,Monash University,Main,ST ALBANS,34.977111276813766
219,Monash University,Main,DEER PARK,35.46801808553527
220,Monash University,Main,HOPPERS CROSSING,38.269468292132025
221,Monash University,Main,WERRIBEE,41.850628728543555
222,Monash University,Main,FLEMINGTON,22.726985288365043
223,Monash University,Main,KENSINGTON,22.47852644015155
224,Monash University,Main,ASCOT VALE,24.16244598705025
225,Monash University,Main,KEILOR EAST,35.75859293806476
226,Monash University,Main,AVONDALE HEIGHTS,34.01262597707848
227,Monash University,Main,SYDENHAM,40.36788124126977
228,Monash University,Main,MOONEE PONDS,25.17908144083343
229,Monash University,Main,ESSENDON,26.098200856148182
230,Monash University,Main,GLADSTONE PARK,33.49218563421189
231,Monash University,Main,TULLAMARINE,33.718221451261016
232,Monash University,Main,PASCOE VALE,27.02519054676622
233,Monash University,Main,PASCOE VALE SOUTH,25.657971942250338
234,Monash University,Main,GLENROY,30.3084526609547
235,Monash University,Main,OAK PARK,28.91045486091803
236,Monash University,Main,BROADMEADOWS,32.131693738592425
237,Monash University,Main,NORTH MELBOURNE,6.906208625108586
238,Monash University,Main,PARKVILLE,21.614516016177298
239,Monash University,Main,CARLTON,20.517643491645163
240,Monash University,Main,CARLTON NORTH,20.517643491645163
241,Monash University,Main,BRUNSWICK,23.668570122673895
242,Monash University,Main,COBURG,24.17699311517815
243,Monash University,Main,COBURG NORTH,25.00566856029805
244,Monash University,Main,FAWKNER,27.17336546008957
245,Monash University,Main,CRAIGIEBURN,39.084089555235934
246,Monash University,Main,ROXBURGH PARK,35.709192371961805
247,Monash University,Main,FITZROY,18.636180143098937
248,Monash University,Main,COLLINGWOOD,18.361490060207032
249,Monash University,Main,ABBOTSFORD,17.34868160786406
250,Monash University,Main,CLIFTON HILL,18.86982280809437
251,Monash University,Main,FITZROY NORTH,19.69343230982428
252,Monash University,Main,NORTHCOTE,20.269160553353927
253,Monash University,Main,THORNBURY,21.447086567214026
254,Monash University,Main,PRESTON,22.89222326334874
255,Monash University,Main,RESERVOIR,24.749416021288514
256,Monash University,Main,THOMASTOWN,28.195381403943728
257,Monash University,Main,LALOR,29.6074781988587
258,Monash University,Main,EPPING,32.716379592169375
259,Monash University,Main,ALPHINGTON,17.492603779844117
260,Monash University,Main,FAIRFIELD,18.447549584383566
261,Monash University,Main,IVANHOE,18.14208875413277
262,Monash University,Main,IVANHOE EAST,17.161629766212663
263,Monash University,Main,HEIDELBERG WEST,20.178337332957053
264,Monash University,Main,MILL PARK,28.278593131005724
